GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41,HC01_EST_VC42,HC01_MOE_VC42,HC02_EST_VC42,HC02_MOE_VC42,HC01_EST_VC43,HC01_MOE_VC43,HC02_EST_VC43,HC02_MOE_VC43
8600000US48416,48416,ZCTA5 48416,1817,78,40405,2220,98.1,1.0,40405,2205,0.0,1.4,,,0.3,0.3,10625,5542,0.2,0.4,,,0.0,1.4,,,0.3,0.4,73125,95310,1.0,0.8,42500,69761,1.1,0.8,51071,38292,97.5,1.2,40370,2260,3.8,1.9,28542,5776,31.0,4.0,45125,7524,42.8,3.5,52400,3644,22.3,2.0,27214,2773,1379,75,49732,6748,42.0,4.3,44886,11587,58.0,4.3,50982,5665,81.7,3.5,52554,3959,11.2,3.0,24063,11270,7.1,2.7,37308,26811,438,59,27708,5673,45.2,8.1,17857,5828,42.2,8.0,17417,6038,3.0,1.9,26250,30760,54.8,8.1,35294,3132,44.1,7.9,35809,2995,10.7,5.9,32083,34429,36.5,,,,37.9,,,,32.4,,,
8600000US48417,48417,ZCTA5 48417,989,110,42760,6367,100.0,2.5,42760,6367,0.0,2.5,,,0.0,2.5,,,0.0,2.5,,,0.0,2.5,,,0.0,2.5,,,0.0,2.5,,,0.8,1.3,,,99.2,1.3,43177,6620,0.9,1.4,,,32.7,7.5,49659,14876,44.6,7.9,50223,9429,21.8,5.0,38056,6057,767,99,51771,5037,38.7,8.2,53281,24091,61.3,8.2,50985,5994,77.7,7.7,57250,14770,15.9,7.5,38462,23823,6.4,3.9,52386,4235,222,75,25769,6742,55.9,15.6,26538,9874,46.8,16.4,23750,17174,9.0,7.2,26923,1664,44.1,15.6,24286,14719,39.6,15.4,23889,24938,4.5,4.7,42500,54544,29.4,,,,30.0,,,,24.8,,,
8600000US48418,48418,ZCTA5 48418,1586,138,56688,7249,97.4,2.6,56688,7477,0.0,1.6,,,0.0,1.6,,,1.8,2.3,60833,33496,0.0,1.6,,,0.9,1.3,,,0.0,1.6,,,0.9,1.3,,,97.4,2.6,56688,7477,2.0,1.8,23750,21532,28.6,6.6,64219,19762,51.5,6.4,62100,11915,18.0,4.4,41023,12565,1256,144,60543,6726,41.5,7.0,59911,22819,58.5,7.0,60571,6264,73.5,6.9,66295,9017,16.8,6.1,26607,10622,9.7,4.8,70161,30607,330,98,18953,3474,37.6,12.4,18482,1896,34.2,11.9,17991,2434,3.3,3.1,46250,25757,62.4,12.4,19239,13161,34.5,15.3,16607,34253,27.9,18.2,19511,17034,27.4,,,,28.3,,,,20.3,,,
8600000US48419,48419,ZCTA5 48419,1043,88,41165,4034,96.7,2.1,41222,4079,0.0,2.4,,,0.0,2.4,,,0.0,2.4,,,0.0,2.4,,,0.3,0.4,,,3.0,2.0,57578,59122,1.9,1.4,35000,5251,95.1,2.5,41420,3961,1.3,1.4,21389,18414,23.8,4.1,44333,16627,49.5,5.3,51296,4560,25.4,4.3,27054,4362,756,78,47833,7355,35.1,5.7,44417,7760,64.9,5.7,51094,11164,88.6,3.9,52283,5857,8.6,3.3,25268,6094,2.8,1.8,30250,9270,287,61,19821,3374,36.2,10.5,24500,7850,33.8,9.7,22750,8792,2.4,3.2,77813,47445,63.8,10.5,19323,2920,62.4,10.4,19115,2807,1.4,1.8,,,29.2,,,,29.9,,,,27.5,,,
8600000US48420,48420,ZCTA5 48420,8181,275,50690,2788,96.1,1.4,50383,2897,1.5,0.9,41250,32685,0.4,0.4,39931,132478,0.3,0.2,72143,30486,0.1,0.2,,,0.7,0.5,77132,4979,0.9,0.6,40568,28932,2.6,1.1,45690,4854,94.3,1.6,50970,2624,3.2,1.1,24167,5236,30.6,2.1,57941,5502,42.3,2.4,57762,3995,24.0,1.8,36663,2435,5999,220,59815,3370,41.9,2.7,60890,7835,58.1,2.7,59298,3492,76.5,3.0,70667,4310,18.2,2.7,33073,5983,5.4,1.9,51382,21405,2182,229,29892,2589,51.8,5.2,21625,1628,45.4,5.6,21518,1516,6.4,3.1,64000,79239,48.2,5.2,36026,4715,38.2,5.4,34289,4101,10.0,3.8,49191,11152,25.7,,,,24.7,,,,27.1,,,
8600000US48421,48421,ZCTA5 48421,2469,152,62473,6754,99.6,0.6,62310,6856,0.3,0.6,,,0.0,1.0,,,0.0,1.0,,,0.0,1.0,,,0.0,1.0,,,0.1,0.1,,,0.2,0.4,,,99.4,0.8,62473,6743,3.2,1.9,65385,78126,29.8,4.4,65859,10287,47.1,4.5,68017,8089,20.0,3.4,37147,3905,1996,147,66875,4263,40.2,5.6,71250,14455,59.8,5.6,66329,5337,86.6,4.1,69857,6555,6.9,3.2,30000,7171,6.5,3.3,61154,31167,473,98,29867,5984,55.6,12.8,28472,5768,49.9,12.5,27778,8207,5.7,5.0,52344,71611,44.4,12.8,38816,15507,38.9,12.7,30625,25820,5.5,5.2,45962,7432,33.0,,,,31.8,,,,31.7,,,
8600000US48422,48422,ZCTA5 48422,2384,162,40395,4337,96.8,1.7,41141,4482,0.2,0.3,,,0.0,1.0,,,0.0,1.0,,,0.0,1.0,,,1.5,1.2,29833,12150,1.6,1.3,17014,20406,5.7,2.3,35833,29920,92.9,2.4,40978,4411,1.8,1.4,12857,8092,30.7,4.4,46071,14459,46.5,4.2,48173,11171,21.0,3.2,27813,5174,1649,149,50781,9134,40.9,6.6,48553,16893,59.1,6.6,53958,11005,79.6,4.5,61298,9861,14.9,3.6,23534,2010,5.5,2.4,27697,5802,735,129,20762,3271,47.6,9.0,19651,3337,41.0,8.2,19071,2774,6.7,5.9,40450,31087,52.4,9.0,22361,11971,39.5,9.9,19079,8596,12.9,7.6,46750,16257,25.7,,,,22.4,,,,28.4,,,
8600000US48423,48423,ZCTA5 48423,13223,354,49834,2540,94.6,1.7,50899,2907,2.7,1.3,22750,18668,0.3,0.3,83125,49380,0.9,0.7,52609,40463,0.0,0.2,,,0.1,0.2,,,1.3,0.8,45134,39426,1.7,0.7,34609,17072,93.3,1.8,50950,2890,4.2,1.2,18674,9369,32.5,2.1,54458,3542,39.5,1.9,59798,4365,23.8,1.4,36016,2763,8955,268,62517,3557,44.3,2.1,58125,7677,55.7,2.1,63170,2572,77.4,2.7,68408,3882,17.1,2.2,38494,8042,5.5,1.6,54965,7982,4268,431,28522,2563,60.9,4.0,23238,1826,55.9,3.9,22230,1715,5.0,1.9,44135,5572,39.1,4.0,37135,3439,32.6,4.1,35794,2577,6.5,2.6,55980,8981,26.2,,,,26.6,,,,25.2,,,
8600000US48426,48426,ZCTA5 48426,398,40,39028,4286,97.5,2.6,39167,4160,0.0,6.1,,,1.5,2.2,,,0.0,6.1,,,0.0,6.1,,,0.0,6.1,,,1.0,1.3,,,0.8,1.1,,,96.7,2.7,38958,4135,1.0,1.3,,,35.9,6.4,44135,3646,35.7,6.1,43750,11821,27.4,5.3,27625,7483,278,40,44063,5916,39.2,7.4,50938,24718,60.8,7.4,43828,4825,87.1,5.4,51429,13014,6.5,3.6,21250,14658,6.5,3.6,36667,6716,120,25,20294,2645,38.3,12.0,10000,5025,35.0,10.4,11667,5428,3.3,4.3,,,61.7,12.0,21912,4708,52.5,12.4,21339,1697,9.2,9.3,60893,24180,34.9,,,,35.3,,,,26.7,,,
8600000US48427,48427,ZCTA5 48427,1106,76,39931,2891,96.7,1.4,40441,2951,0.0,2.2,,,1.7,0.9,23750,28426,0.0,2.2,,,0.0,2.2,,,0.7,0.7,33333,9840,0.8,0.9,50625,37283,3.3,2.0,23500,10831,94.5,2.2,41066,2969,3.2,1.9,22969,6742,28.8,4.6,40833,5394,42.5,4.5,50139,10566,25.6,3.9,28594,6585,742,70,50104,5480,37.9,5.8,41125,6844,62.1,5.8,54028,6972,80.3,5.5,54861,4369,12.4,4.4,26818,10896,7.3,3.7,11538,8074,364,56,23171,3137,52.5,5.9,19625,4341,48.6,6.1,18625,3898,3.8,2.4,31000,5895,47.5,5.9,24567,3524,35.2,6.5,24375,7683,12.4,5.5,24732,33229,30.4,,,,28.4,,,,30.8,,,
8600000US48428,48428,ZCTA5 48428,1819,125,69201,7950,99.9,0.2,69271,7962,0.0,1.4,,,0.0,1.4,,,0.0,1.4,,,0.0,1.4,,,0.0,1.4,,,0.1,0.2,,,0.3,0.4,,,99.6,0.4,69444,8112,0.7,0.8,22917,26061,27.4,4.1,72500,17960,51.5,4.5,82660,8430,20.4,3.2,43750,11565,1507,118,73352,8697,42.3,5.4,72604,10334,57.7,5.4,74250,17857,90.7,3.3,78317,8360,7.0,3.3,24327,2416,2.3,1.7,31534,848,312,96,34545,8691,36.2,10.9,29583,10835,26.9,9.4,27857,21710,9.3,8.7,63750,59071,63.8,10.9,38250,36830,56.1,11.8,33977,20744,7.7,7.3,84545,49716,21.8,,,,21.6,,,,18.3,,,
8600000US48429,48429,ZCTA5 48429,3495,177,43348,3341,98.3,1.4,43220,3824,0.6,0.9,,,0.0,0.7,,,0.0,0.7,,,0.0,0.7,,,0.0,0.7,,,1.1,1.1,32500,58374,0.7,1.1,,,97.6,1.6,42765,3707,4.7,2.0,22031,39091,27.4,3.1,44097,11714,42.3,3.5,52286,7495,25.5,3.1,32289,4782,2516,137,51944,4224,38.3,3.8,45882,6954,61.7,3.8,54250,4681,76.4,5.0,56949,3789,17.1,4.6,30583,18486,6.4,2.8,26953,5384,979,169,25843,7582,45.8,9.9,30100,9629,41.8,10.0,26181,13041,4.0,3.1,40972,17585,54.2,9.9,22750,8220,43.6,9.5,22279,7340,10.6,5.8,55625,107482,28.3,,,,24.8,,,,34.6,,,
8600000US48430,48430,ZCTA5 48430,14409,391,63082,4969,97.9,0.7,62651,5069,0.3,0.2,69583,220708,0.2,0.3,30850,4226,0.6,0.5,34111,50608,0.0,0.2,,,0.2,0.2,117596,69771,0.8,0.4,81500,30465,1.2,0.7,65000,37835,96.8,0.9,62547,5306,3.4,1.0,30563,3920,30.7,2.0,69363,6668,45.2,2.2,78171,5404,20.7,1.7,39459,3535,10182,365,75850,2739,41.4,3.0,77530,4546,58.6,3.0,74855,2791,82.8,2.5,82506,3877,12.8,2.2,35457,7250,4.4,1.4,54722,7745,4227,405,34253,3719,50.2,5.0,24911,6907,46.7,5.0,24219,6155,3.5,2.2,31313,60658,49.8,5.0,44641,9357,40.5,4.9,42945,5622,9.3,3.1,58214,15548,24.9,,,,24.7,,,,24.6,,,
8600000US48432,48432,ZCTA5 48432,285,39,45598,5611,100.0,8.4,45598,5611,0.0,8.4,,,0.0,8.4,,,0.0,8.4,,,0.0,8.4,,,0.0,8.4,,,0.0,8.4,,,0.0,8.4,,,100.0,8.4,45598,5611,0.7,0.9,,,23.2,6.6,36250,8229,43.2,8.7,53021,6049,33.0,6.7,33750,12926,207,31,48875,5435,24.6,8.0,41042,8170,75.4,8.0,52000,7603,76.3,9.6,52917,5757,12.1,6.9,31250,15167,11.6,8.0,24792,35620,78,27,28500,6209,34.6,18.7,17813,7488,32.1,17.4,16250,7898,2.6,4.1,,,65.4,18.7,33393,8766,55.1,20.1,33393,9043,10.3,7.5,41250,78080,43.2,,,,36.7,,,,60.3,,,
8600000US48433,48433,ZCTA5 48433,10232,339,60335,2175,94.9,1.3,60606,2202,2.6,0.9,50042,29201,0.4,0.4,83819,5362,0.8,0.4,70938,23442,0.0,0.2,,,0.4,0.4,53646,57523,0.9,0.6,46750,35296,2.2,1.0,65263,19739,93.1,1.6,60564,2242,1.2,0.6,24803,39693,27.1,2.3,66055,4823,42.9,2.4,73590,3529,28.8,1.7,43275,3804,7005,235,69861,3125,42.2,3.0,73105,3635,57.8,3.0,66518,3720,82.8,2.9,75557,3351,11.7,2.4,41028,6712,5.6,2.2,24485,13519,3227,342,37374,3270,56.6,5.6,32578,3109,53.2,5.4,32526,2925,3.3,2.3,40357,48824,43.4,5.6,48644,8346,37.6,5.3,45583,8832,5.8,2.8,70179,18382,22.1,,,,22.4,,,,21.5,,,
8600000US48434,48434,ZCTA5 48434,37,18,30625,19787,100.0,42.8,30625,19787,0.0,42.8,,,0.0,42.8,,,0.0,42.8,,,0.0,42.8,,,0.0,42.8,,,0.0,42.8,,,0.0,42.8,,,100.0,42.8,30625,19787,0.0,42.8,,,16.2,13.6,61250,18035,35.1,23.6,4375,42400,48.6,23.7,30417,16469,17,10,55417,36166,35.3,26.0,61250,18035,64.7,26.0,24375,66844,100.0,63.1,55417,36166,0.0,63.1,,,0.0,63.1,,,20,16,15000,34934,55.0,39.0,30208,25990,55.0,39.0,30208,25990,0.0,58.2,,,45.0,39.0,4375,72165,45.0,39.0,4375,72165,0.0,58.2,,,16.2,,,,23.5,,,,10.0,,,
8600000US48435,48435,ZCTA5 48435,676,75,52660,6994,99.0,1.5,52440,7566,0.6,1.4,,,0.4,0.7,,,0.0,3.6,,,0.0,3.6,,,0.0,3.6,,,0.0,3.6,,,0.0,3.6,,,99.0,1.5,52440,7566,1.9,1.9,30469,5760,24.7,6.6,62813,25457,46.9,8.8,55938,9115,26.5,7.4,34732,8318,538,82,55694,4640,33.5,8.3,87778,25606,66.5,8.3,53723,2731,88.1,6.6,58200,5147,7.6,6.0,24821,20474,4.3,3.1,18750,73203,138,56,33393,10739,50.7,21.2,30625,19080,32.6,19.1,18472,25247,18.1,13.9,32344,74470,49.3,21.2,34464,11459,43.5,22.5,34107,14213,5.8,8.0,48333,24251,26.6,,,,31.4,,,,8.0,,,
8600000US48436,48436,ZCTA5 48436,1303,111,65387,5802,97.8,2.5,66250,5340,0.0,1.9,,,0.0,1.9,,,1.9,2.5,,,0.0,1.9,,,0.2,0.3,,,0.2,0.3,,,0.2,0.3,,,97.8,2.5,66250,5340,0.5,0.4,18750,15863,25.4,5.7,72232,33769,54.1,6.9,67719,6720,20.0,5.7,41172,11525,1042,107,69608,12069,38.0,7.9,87788,26062,62.0,7.9,67188,8327,93.8,3.6,71250,15586,4.4,3.2,45200,29317,1.8,1.9,98173,117296,261,79,27454,9774,55.9,13.4,24167,14487,53.3,13.4,21563,14011,2.7,4.2,,,44.1,13.4,32337,32941,31.8,12.7,31146,16993,12.3,8.5,73750,59098,29.6,,,,29.6,,,,29.9,,,
8600000US48437,48437,ZCTA5 48437,185,69,29297,33362,94.1,9.5,28438,24164,5.9,9.5,,,0.0,12.6,,,0.0,12.6,,,0.0,12.6,,,0.0,12.6,,,0.0,12.6,,,10.8,12.8,,,83.2,14.3,19444,19135,0.0,12.6,,,27.0,19.1,55968,1070,43.8,24.5,55114,109380,29.2,19.1,19861,15563,84,44,56818,20038,52.4,33.2,55455,50104,47.6,33.2,108750,94613,56.0,30.6,62404,130747,44.0,30.6,27313,27980,0.0,25.3,,,101,56,9519,12930,60.4,40.0,18542,6470,60.4,40.0,18542,6470,0.0,21.7,,,39.6,40.0,3485,1516,39.6,40.0,3485,1516,0.0,21.7,,,14.1,,,,7.1,,,,19.8,,,
8600000US48438,48438,ZCTA5 48438,2435,143,81830,5323,96.5,2.2,82440,5175,0.8,1.2,,,0.0,1.0,,,0.0,1.0,,,0.0,1.0,,,1.3,1.2,124688,176768,1.4,1.3,32431,42378,2.1,1.4,135208,148395,95.6,2.3,82396,5155,0.1,0.1,,,33.5,4.6,91125,16616,49.0,4.9,86168,12453,17.4,2.6,46100,9068,2074,153,83654,8635,53.8,5.2,101477,15343,46.2,5.2,67461,7811,86.5,3.6,95399,17012,9.1,3.1,34531,9389,4.5,1.9,71583,8158,361,82,49861,11952,41.6,13.5,43750,9378,34.3,12.5,40000,14578,7.2,7.9,183088,162541,58.4,13.5,61563,31603,49.0,15.0,51607,28596,9.4,10.3,175982,794,33.3,,,,35.5,,,,19.4,,,
8600000US48439,48439,ZCTA5 48439,18702,416,64212,3073,85.9,1.5,65174,3014,9.8,1.5,59879,11060,0.2,0.3,110288,77204,2.4,0.7,109250,135322,0.1,0.1,,,0.5,0.3,33314,3232,1.1,0.5,42935,17967,1.8,0.7,64688,68126,84.6,1.6,64867,2883,3.6,1.0,23719,6267,35.8,1.8,71716,5290,40.7,1.9,79541,5437,19.9,1.3,44457,4069,12544,398,82342,3266,47.1,2.6,84028,7979,52.9,2.6,81387,3389,82.7,2.4,92274,3476,13.8,2.0,37446,8742,3.5,1.4,43851,24383,6158,467,38361,4266,55.8,4.3,31718,3402,45.8,4.7,29914,2629,10.0,2.7,41875,13648,44.2,4.3,48464,4930,36.1,4.7,45093,7479,8.1,2.3,69848,15805,29.7,,,,28.4,,,,32.1,,,
8600000US48440,48440,ZCTA5 48440,105,75,77952,16464,100.0,21.0,77952,16464,0.0,21.0,,,0.0,21.0,,,0.0,21.0,,,0.0,21.0,,,0.0,21.0,,,0.0,21.0,,,0.0,21.0,,,100.0,21.0,77952,16464,0.0,21.0,,,32.4,43.9,,,58.1,53.8,79122,5277,9.5,24.7,,,58,55,12132,91603,82.8,36.2,11765,94034,17.2,36.2,,,100.0,33.4,12132,91603,0.0,33.4,,,0.0,33.4,,,47,70,,,100.0,37.9,,,100.0,37.9,,,0.0,37.9,,,0.0,37.9,,,0.0,37.9,,,0.0,37.9,,,45.7,,,,82.8,,,,0.0,,,
8600000US48441,48441,ZCTA5 48441,1738,90,39058,2562,99.2,0.9,38877,2479,0.0,1.4,,,0.0,1.4,,,0.2,0.3,50000,73715,0.0,1.4,,,0.0,1.4,,,0.6,0.8,,,1.1,1.0,38438,25595,98.1,1.2,38904,2635,3.0,1.8,31667,19504,23.9,2.4,44291,2747,41.0,3.0,48050,5144,32.1,2.4,26167,3949,1133,83,50508,4447,35.3,4.0,51500,7073,64.7,4.0,49740,5504,83.8,3.6,53111,3136,12.6,3.1,38750,14183,3.5,1.9,36389,16097,605,83,19460,2952,50.7,7.6,14609,1343,49.9,7.7,14479,1244,0.8,0.9,63750,53427,49.3,7.6,31900,2379,43.0,8.0,32188,6061,6.3,3.7,31765,15521,28.1,,,,27.4,,,,27.8,,,
8600000US48442,48442,ZCTA5 48442,7490,321,65524,2931,94.3,1.6,65611,3108,2.2,1.2,77981,92039,0.7,0.6,28990,14593,1.5,0.8,63026,13645,0.0,0.3,,,0.2,0.4,,,1.1,0.5,80750,24668,2.2,1.2,68281,98198,92.3,1.7,65694,3123,3.3,1.4,19535,12063,35.6,3.2,71310,8108,45.2,2.6,72788,9118,15.9,1.6,39688,6036,5672,255,70756,3855,40.4,3.8,71595,9195,59.6,3.8,70288,4009,77.9,3.6,81980,5808,14.2,3.0,40865,11734,7.8,2.4,38250,48193,1818,250,47500,8119,50.4,7.6,42974,9187,40.6,7.3,31776,13529,9.8,4.8,68731,2000,49.6,7.6,53523,17007,37.7,8.3,40000,10735,11.8,5.0,98942,37114,22.2,,,,22.8,,,,19.6,,,
8600000US48444,48444,ZCTA5 48444,3322,180,44977,3967,95.7,1.9,46250,4587,0.0,0.7,,,1.1,0.9,29338,16986,0.8,0.8,28472,27732,0.0,0.7,,,2.1,1.2,39286,16396,0.2,0.4,,,12.9,2.6,37689,4788,85.8,2.8,47282,4550,4.0,2.0,18548,3842,34.2,3.8,53483,5744,38.2,3.5,49750,7054,23.6,2.6,31200,8649,2425,153,52948,3624,49.0,4.2,52969,6539,51.0,4.2,52917,5088,78.2,4.3,61401,5778,15.5,4.0,27446,10502,6.2,2.3,40268,10878,897,154,20444,4315,52.2,8.2,18750,2523,41.9,8.6,16979,4607,10.3,5.3,39118,11643,47.8,8.2,29375,8630,41.0,8.5,20833,12424,6.8,5.0,77865,34196,25.0,,,,26.8,,,,20.1,,,
8600000US48445,48445,ZCTA5 48445,560,56,32500,4748,98.0,2.1,33558,5368,0.0,4.4,,,0.0,4.4,,,0.0,4.4,,,0.0,4.4,,,0.0,4.4,,,2.0,2.1,7292,5792,0.0,4.4,,,98.0,2.1,33558,5368,3.9,2.6,18333,23506,23.9,5.9,42143,16664,40.9,5.6,42875,8382,31.3,4.9,23438,2188,365,50,44432,7630,42.2,7.3,47000,15945,57.8,7.3,42679,11508,76.2,7.5,53750,5752,17.5,6.9,17143,8204,6.3,4.5,30375,10994,195,37,17614,3249,54.4,10.5,14917,1388,44.1,9.8,14722,1187,10.3,4.3,16667,7978,45.6,10.5,30313,12488,42.1,10.2,28125,15391,3.6,3.4,54688,26569,27.0,,,,26.8,,,,25.1,,,
8600000US48446,48446,ZCTA5 48446,11852,324,51109,2233,97.3,1.0,51524,2321,0.4,0.5,83611,133035,0.4,0.3,28229,6945,0.6,0.5,9120,72431,0.0,0.2,,,0.6,0.4,32292,25761,0.6,0.4,45938,24692,2.1,0.7,49205,20867,95.8,1.2,51413,2333,1.9,0.9,19514,30364,31.5,1.7,55323,7018,44.2,1.7,61120,4023,22.5,1.4,34887,3376,8430,284,59770,2421,42.4,2.8,56804,7543,57.6,2.8,60895,2512,79.3,2.8,66693,2774,14.7,2.3,29281,5112,6.0,1.6,39185,17517,3422,323,27049,3124,60.2,4.8,21778,2418,55.6,4.9,20479,1773,4.7,2.1,71042,14236,39.8,4.8,38785,3917,33.0,4.5,36389,11035,6.8,3.0,57824,29935,22.1,,,,22.1,,,,19.8,,,
8600000US48449,48449,ZCTA5 48449,1117,90,47138,6517,98.3,1.4,46842,6787,0.0,2.2,,,0.7,1.0,,,0.0,2.2,,,0.0,2.2,,,0.3,0.4,,,0.7,0.8,37000,15735,1.3,1.7,88438,15070,97.2,2.2,46447,6770,4.1,3.3,26765,12498,26.0,6.0,45714,31096,49.4,6.9,56786,10819,20.5,4.6,34107,11458,838,90,60893,11360,40.5,8.9,64417,27858,59.5,8.9,56477,12616,79.5,5.8,72750,10724,17.7,6.0,17917,19032,2.9,1.9,43750,18657,279,73,22450,6730,38.7,13.9,17321,6246,31.9,11.6,15625,7632,6.8,7.3,36827,98330,61.3,13.9,26691,9014,53.0,13.8,25735,10898,8.2,5.9,29531,31790,29.4,,,,31.7,,,,22.2,,,
8600000US48450,48450,ZCTA5 48450,2017,167,40574,3978,99.4,0.6,40727,3682,0.0,1.2,,,0.0,1.2,,,0.0,1.2,,,0.0,1.2,,,0.2,0.3,,,0.4,0.5,21250,19745,1.0,1.0,30938,1095,98.6,1.1,40931,3320,0.3,0.4,7188,24661,17.7,3.5,48077,7758,37.2,5.0,50038,11546,44.7,4.8,31058,7755,1299,136,50927,10353,28.6,5.7,62670,23566,71.4,5.7,49722,8384,83.8,5.7,55625,14728,10.8,4.5,21979,3305,5.4,4.3,,,718,123,23083,4122,63.2,8.7,19350,1093,60.3,8.3,19088,1011,2.9,2.7,50313,46187,36.8,8.7,28452,4012,34.7,8.5,27574,3977,2.1,1.9,51750,9781,31.0,,,,31.8,,,,26.9,,,
8600000US48451,48451,ZCTA5 48451,5194,214,63693,4567,97.8,1.1,63750,4663,0.0,0.5,,,0.4,0.5,34615,19930,0.7,0.7,,,0.0,0.5,,,0.0,0.5,,,1.1,0.8,17708,85847,0.3,0.4,59722,128782,97.5,1.2,63775,4626,1.1,1.0,30357,16984,33.2,2.7,71883,6037,44.2,2.7,73305,6452,21.4,2.3,36200,4419,3961,206,71462,4307,45.7,3.1,83341,8180,54.3,3.1,64421,4263,86.5,2.9,75456,6115,8.8,2.4,35708,11131,4.7,2.1,41875,76262,1233,195,33553,3329,48.6,9.0,29981,6820,41.7,8.7,28371,2866,6.9,5.3,49816,13738,51.4,9.0,34853,21609,40.7,7.8,34657,18107,10.7,5.5,51000,46363,27.1,,,,26.7,,,,28.5,,,
8600000US48453,48453,ZCTA5 48453,1944,109,40153,4077,98.8,0.9,40217,4163,0.0,1.3,,,0.0,1.3,,,0.0,1.3,,,0.0,1.3,,,0.2,0.2,,,1.1,0.9,22917,54839,1.8,1.3,72083,70569,97.5,1.5,39796,4145,3.9,1.9,22333,16314,31.4,3.1,43641,9833,38.6,3.5,44599,4587,26.1,2.4,27462,3293,1339,89,44636,3015,47.6,4.7,42883,3215,52.4,4.7,50833,3399,73.9,4.4,51439,2869,19.0,4.2,26806,7857,7.1,3.0,46125,18774,605,89,22235,4191,56.0,7.0,16182,3697,51.2,6.8,15541,2936,4.8,2.9,55750,52039,44.0,7.0,29750,13703,35.7,6.3,28125,4750,8.3,4.7,83571,60699,32.4,,,,33.4,,,,29.8,,,
8600000US48454,48454,ZCTA5 48454,471,60,44267,5942,100.0,5.2,44267,5942,0.0,5.2,,,0.0,5.2,,,0.0,5.2,,,0.0,5.2,,,0.0,5.2,,,0.0,5.2,,,0.4,0.6,,,99.6,0.6,44353,6304,1.9,1.6,22083,56381,29.1,6.6,57188,16040,41.0,6.8,54861,8190,28.0,6.6,38214,18948,371,51,50972,8984,42.3,8.2,65156,12125,57.7,8.2,42885,4919,87.6,4.9,54271,8236,10.0,4.3,19375,6422,2.4,1.8,79063,17758,100,29,28750,6783,43.0,15.4,29250,9789,34.0,13.6,29167,13412,9.0,6.9,29375,77741,57.0,15.4,28250,9552,54.0,15.7,26250,10100,3.0,4.5,,,27.0,,,,30.2,,,,15.0,,,
