treat,vs_12_update,vg_12_update,yearssincereg,hhinc,age,female,asian,black,latino,mideastern,nativeamer,d_miss_age,d_miss_hhinc,d_miss_gender,d_miss_race
0,1,1,8.1779604,50,-999,1,0,0,0,0,0,1,0,0,0
0,1,1,5.577002,61,-999,1,0,0,0,0,0,1,0,0,0
0,0,0,11.59206,50,64,1,0,0,0,0,0,0,0,0,0
0,0,0,8.010951,50,-999,1,0,0,0,0,0,1,0,0,0
1,0,0,64.262833,21,85,1,0,0,0,0,0,0,0,0,0
0,0,0,11.59206,40,33,1,0,0,0,0,0,0,0,0,0
1,0,0,3.6002738,58,-999,1,0,0,0,0,0,1,0,0,0
0,0,0,3.6988363,50,93,1,0,0,0,0,0,0,0,0,0
1,1,1,19.59206,50,65,1,0,0,1,0,0,0,0,0,0
1,1,1,.9007529,41,88,1,0,0,0,0,0,0,0,0,0
1,0,0,63.759068,50,91,1,0,0,0,0,0,0,0,0,0
0,0,0,11.59206,50,-999,1,0,0,0,0,0,1,0,0,0
0,0,0,3.2525668,78,-999,1,0,0,0,0,0,1,0,0,0
0,0,0,40.678986,46,59,1,0,0,0,0,0,0,0,0,0
1,1,1,11.59206,58,53,1,0,0,1,0,0,0,0,0,0
0,0,0,11.59206,78,87,1,0,0,0,0,0,0,0,0,0
1,0,0,9.5934296,50,-999,1,0,0,0,0,0,1,0,0,0
0,0,1,3.5838466,50,53,1,0,0,0,0,0,0,0,0,0
1,0,1,61.678303,50,82,1,0,0,0,0,0,0,0,0,0
1,0,1,3.7399042,41,90,1,0,0,0,0,0,0,0,0,0
0,0,0,19.59206,50,91,1,0,0,0,0,0,0,0,0,0
1,0,0,62.340862,43,90,1,0,0,0,0,0,0,0,0,0
1,0,0,3.6960986,58,-999,1,0,0,0,0,0,1,0,0,0
1,0,0,24.095825,21,-999,1,0,0,0,0,0,1,0,0,0
0,0,0,11.676933,50,-999,1,0,0,0,0,0,1,0,0,0
0,0,0,35.096508,50,69,1,0,0,0,0,0,0,0,0,0
0,1,1,39.843941,67,-999,1,0,0,0,0,0,1,0,0,0
0,0,1,4.2929502,36,26,1,0,0,1,0,0,0,0,0,0
0,1,1,9.760438,50,-999,1,0,0,0,0,0,1,0,0,0
1,0,0,63.340179,54,84,1,0,0,0,0,0,0,0,0,0
1,0,0,11.59206,46,-999,1,0,0,0,0,0,1,0,0,0
1,0,0,13.59343,50,58,1,0,0,0,0,0,0,0,0,0
0,0,0,7.5920601,38,34,1,0,0,0,0,0,0,0,0,0
1,0,1,7.5920601,50,46,1,0,0,0,0,0,0,0,0,0
1,1,1,7.5920601,50,60,1,0,0,0,0,0,0,0,0,0
0,0,1,3.6221766,31,38,1,0,0,0,0,0,0,0,0,0
0,0,0,6.3408623,42,-999,1,0,0,0,0,0,1,0,0,0
0,0,0,7.5920601,50,-999,0,0,0,0,1,0,1,0,0,0
1,1,1,7.5920601,50,74,1,0,0,0,0,0,0,0,0,0
0,1,1,5.577002,29,50,1,0,0,0,0,0,0,0,0,0
1,0,0,7.5920601,50,55,1,0,0,1,0,0,0,0,0,0
1,0,1,3.5838466,29,-999,1,0,0,0,0,0,1,0,0,0
0,0,1,5.577002,41,51,1,0,0,0,0,0,0,0,0,0
0,0,0,7.5920601,50,64,1,0,0,0,0,0,0,0,0,0
0,1,1,5.577002,39,37,1,0,0,0,0,0,0,0,0,0
1,0,0,7.5920601,50,-999,1,0,0,0,0,0,1,0,0,0
1,0,1,7.5920601,50,-999,1,0,0,0,0,0,1,0,0,0
0,0,0,3.5838466,50,44,1,0,0,0,0,0,0,0,0,0
1,1,1,5.577002,50,36,1,1,0,0,0,0,0,0,0,0
1,0,0,7.5920601,50,-999,1,0,0,0,0,0,1,0,0,0
1,0,0,7.5920601,50,31,1,0,0,0,0,0,0,0,0,0
0,0,0,7.5920601,50,34,1,0,0,0,0,0,0,0,0,0
1,1,1,7.5920601,50,34,1,0,0,0,0,0,0,0,0,0
1,0,0,3.6167009,39,32,1,0,0,0,0,0,0,0,0,0
0,1,1,3.652293,39,-999,1,0,0,0,0,0,1,0,0,0
1,0,0,11.575633,48,-999,0,0,0,0,1,0,1,0,0,0
1,1,1,31.583847,39,61,1,0,0,0,0,0,0,0,0,0
1,0,1,11.575633,53,70,1,0,0,0,0,0,0,0,0,0
1,1,1,3.5920603,47,-999,1,0,0,1,0,0,1,0,0,0
1,1,1,11.575633,47,52,1,0,0,1,0,0,0,0,0,0
1,1,0,3.5920603,39,49,0,0,0,1,0,0,0,0,0,0
1,0,0,9.2950039,39,-999,1,0,0,0,0,0,1,0,0,0
0,1,1,7.5893226,48,67,1,0,0,0,0,0,0,0,0,0
0,0,0,7.6221766,25,42,1,0,0,0,0,0,0,0,0,0
0,0,0,7.6577687,35,-999,1,0,0,0,0,0,1,0,0,0
1,0,1,3.5947981,39,-999,1,0,0,0,0,0,1,0,0,0
1,0,0,11.575633,39,-999,1,0,0,1,0,0,1,0,0,0
0,0,0,11.575633,25,-999,1,0,0,1,0,0,1,0,0,0
0,1,1,.17248461,55,-999,1,0,0,0,0,0,1,0,0,0
1,0,0,28.172485,47,90,1,0,0,0,0,0,0,0,0,0
0,0,1,27.578371,55,58,1,0,0,0,0,0,0,0,0,0
0,1,1,44.210815,39,-999,0,0,0,1,0,0,1,0,0,0
1,0,0,5.1745381,55,-999,1,1,0,0,0,0,1,0,0,0
0,0,0,11.575633,48,90,1,0,0,0,0,0,0,0,0,0
0,1,1,32.177959,32,50,0,0,0,1,0,0,0,0,0,0
1,0,1,16.213552,48,70,0,0,0,1,0,0,0,0,0,0
0,1,1,47.644081,39,72,1,0,0,0,0,0,0,0,0,0
0,0,1,15.619439,48,79,1,0,0,0,0,0,0,0,0,0
1,1,1,3.5838466,47,59,1,0,0,0,0,0,0,0,0,0
0,0,0,9.7357969,45,-999,1,0,0,0,0,0,1,0,0,0
0,0,0,8.2984257,48,37,1,0,0,0,0,0,0,0,0,0
1,0,0,10.190281,36,-999,1,0,0,0,0,0,1,0,0,0
0,1,1,4.2929502,35,28,1,0,0,0,0,0,0,0,0,0
1,1,1,3.5975358,39,38,1,0,0,0,0,0,0,0,0,0
1,1,1,7.7234769,26,-999,1,0,0,0,0,0,1,0,0,0
1,0,0,3.5838466,25,26,1,0,0,0,0,0,0,0,0,0
0,0,0,7.5893226,48,-999,1,0,0,0,0,0,1,0,0,0
1,0,0,11.203285,35,59,1,0,0,0,0,0,0,0,0,0
0,1,0,7.5893226,48,40,0,0,0,1,0,0,0,0,0,0
1,1,1,11.575633,32,63,1,0,0,0,0,0,0,0,0,0
1,0,1,14.162902,55,-999,1,0,0,0,0,0,1,0,0,0
0,0,0,7.8576317,39,-999,1,0,0,0,0,0,1,0,0,0
1,0,1,8.1642714,48,70,1,0,0,0,0,0,0,0,0,0
0,1,1,3.5947981,47,-999,1,0,0,0,0,0,1,0,0,0
0,1,1,15.59206,47,62,1,0,0,0,0,0,0,0,0,0
0,0,0,9.5824776,47,-999,1,0,0,0,0,0,1,0,0,0
0,1,1,20.295689,52,67,1,0,0,0,0,0,0,0,0,0
1,1,1,7.7234769,44,-999,1,0,0,0,0,0,1,0,0,0
1,1,1,29.590691,43,68,1,0,0,0,0,0,0,0,0,0
0,1,1,7.5893226,46,-999,1,0,0,0,0,0,1,0,0,0
0,0,0,11.575633,26,-999,1,0,0,0,0,0,1,0,0,0
0,0,0,3.5838466,43,28,1,0,0,1,0,0,0,0,0,0
0,0,0,7.5893226,25,39,0,0,1,0,0,0,0,0,0,0
1,0,1,7.6413417,32,29,1,0,0,0,0,0,0,0,0,0
1,0,0,40.210815,36,86,1,0,0,0,0,0,0,0,0,0
1,1,1,4.2929502,39,26,1,0,0,0,0,0,0,0,0,0
1,0,0,3.5838466,57,-999,1,0,0,0,0,0,1,0,0,0
1,0,0,7.5893226,36,-999,0,0,0,1,0,0,1,0,0,0
0,0,0,3.6440794,52,45,1,0,0,0,0,0,0,0,0,0
0,0,0,11.575633,35,-999,1,0,0,0,0,0,1,0,0,0
0,0,0,15.641341,55,-999,-999,0,1,0,0,0,1,0,1,0
1,0,1,40.205338,47,59,1,0,0,0,0,0,0,0,0,0
1,0,0,11.575633,48,54,1,0,0,0,0,0,0,0,0,0
1,0,1,7.6303902,39,41,1,0,0,0,0,0,0,0,0,0
0,0,0,11.173169,48,-999,1,0,0,0,0,0,1,0,0,0
1,0,0,3.5838466,25,-999,1,0,0,0,0,0,1,0,0,0
0,0,0,11.82204,26,77,1,0,0,0,0,0,0,0,0,0
1,1,0,3.6741958,35,-999,1,0,0,0,0,0,1,0,0,0
0,0,1,19.586584,47,63,1,0,0,0,0,0,0,0,0,0
1,1,1,25.297741,33,56,1,0,0,0,0,0,0,0,0,0
0,1,1,6.1711159,27,25,1,0,0,0,0,0,0,0,0,0
1,0,0,14.195756,45,32,1,0,0,0,0,0,0,0,0,0
0,0,0,9.1800137,52,52,1,0,0,0,0,0,0,0,0,0
0,1,0,3.6605065,47,44,1,0,0,0,0,0,0,0,0,0
0,1,1,23.572895,48,78,1,0,0,0,0,0,0,0,0,0
0,0,0,7.6687202,52,-999,1,0,0,0,0,0,1,0,0,0
1,0,0,13.587954,48,79,1,0,0,0,0,0,0,0,0,0
0,1,1,28.060232,77,67,0,0,0,1,0,0,0,0,0,0
0,0,0,7.6495552,25,-999,0,0,0,1,0,0,1,0,0,0
1,0,0,11.575633,53,62,1,0,0,0,0,0,0,0,0,0
0,0,0,11.575633,32,-999,1,0,0,0,0,0,1,0,0,0
1,0,0,7.5893226,39,48,0,0,1,0,0,0,0,0,0,0
0,0,1,3.5838466,39,-999,1,0,0,1,0,0,1,0,0,0
1,0,0,7.6577687,47,-999,1,1,0,0,0,0,1,0,0,0
0,1,1,9.5824776,48,77,1,0,0,0,0,0,0,0,0,0
0,0,1,7.5893226,47,-999,1,0,0,1,0,0,1,0,0,0
0,0,0,64.262833,47,103,1,0,0,0,0,0,0,0,0,0
1,0,0,7.6030116,56,40,1,0,0,0,0,0,0,0,0,0
0,0,0,9.5824776,62,-999,1,0,0,0,0,0,1,0,0,0
0,0,1,15.581109,47,42,1,0,0,0,0,0,0,0,0,0
0,0,0,9.7357969,47,-999,1,0,0,0,0,0,1,0,0,0
1,1,1,7.5893226,56,54,1,0,0,1,0,0,0,0,0,0
0,0,0,4.0821357,35,-999,1,0,0,0,0,0,1,0,0,0
0,0,0,11.652293,43,60,1,0,0,0,0,0,0,0,0,0
1,0,1,11.575633,55,-999,1,0,0,0,0,0,1,0,0,0
0,0,0,7.5893226,39,31,1,0,0,0,0,0,0,0,0,0
0,0,0,15.581109,53,-999,1,0,0,0,0,0,1,0,0,0
1,0,1,11.575633,45,49,1,0,0,0,0,0,0,0,0,0
0,0,0,7.5893226,32,50,1,0,0,0,0,0,0,0,0,0
1,0,0,19.586584,62,54,1,0,0,0,0,0,0,0,0,0
0,0,1,11.575633,39,-999,1,0,0,1,0,0,1,0,0,0
0,0,0,26.179329,35,90,1,0,0,0,0,0,0,0,0,0
1,0,0,11.649555,45,-999,1,0,0,0,0,0,1,0,0,0
1,0,0,11.624914,47,73,0,0,0,1,0,0,0,0,0,0
1,0,0,5.577002,39,-999,1,0,0,1,0,0,1,0,0,0
1,1,1,7.5893226,47,33,1,0,0,1,0,0,0,0,0,0
1,0,0,6.1711159,35,-999,0,0,1,0,0,0,1,0,0,0
0,0,0,9.5824776,47,91,1,0,0,0,0,0,0,0,0,0
0,0,1,41.237507,48,62,1,0,0,0,0,0,0,0,0,0
0,1,1,20.40794,47,-999,1,0,0,0,0,0,1,0,0,0
1,0,0,12.169746,26,-999,1,0,0,0,0,0,1,0,0,0
0,0,0,63.627651,26,-999,1,0,0,0,0,0,1,0,0,0
1,1,1,7.5893226,62,38,1,0,0,0,0,0,0,0,0,0
1,0,1,7.5893226,33,49,1,0,0,0,0,0,0,0,0,0
0,0,1,3.652293,39,56,0,0,0,1,0,0,0,0,0,0
1,0,0,7.6468172,32,40,0,0,0,1,0,0,0,0,0,0
0,0,0,11.575633,25,-999,-999,0,0,1,0,0,1,0,1,0
1,0,0,35.589321,47,79,1,0,0,0,0,0,0,0,0,0
0,0,0,7.6495552,46,28,1,0,0,0,0,0,0,0,0,0
1,0,0,7.5893226,61,36,1,0,0,0,0,0,0,0,0,0
0,0,1,11.575633,52,44,1,0,0,0,0,0,0,0,0,0
1,1,1,7.6084871,29,64,1,0,0,0,0,0,0,0,0,0
0,0,1,14.162902,39,64,1,0,0,0,0,0,0,0,0,0
0,0,1,3.5838466,39,-999,1,0,0,0,0,0,1,0,0,0
1,0,0,5.577002,52,-999,1,0,0,0,0,0,1,0,0,0
0,0,0,7.5893226,53,63,1,0,0,0,0,0,0,0,0,0
0,0,0,7.6194386,53,-999,0,0,0,1,0,0,1,0,0,0
0,1,1,7.6577687,33,77,1,0,0,0,0,0,0,0,0,0
1,0,0,66.212181,48,94,1,0,0,0,0,0,0,0,0,0
1,1,1,.24640657,48,84,1,0,0,0,0,0,0,0,0,0
0,1,0,11.575633,39,49,1,0,0,0,0,0,0,0,0,0
0,0,0,49.215607,45,77,1,0,0,0,0,0,0,0,0,0
1,1,1,3.6331279,39,62,1,0,0,0,0,0,0,0,0,0
0,0,0,7.5893226,56,-999,1,0,0,0,0,0,1,0,0,0
1,0,1,3.5838466,32,-999,1,0,0,0,0,0,1,0,0,0
0,1,1,15.581109,39,74,0,0,1,0,0,0,0,0,0,0
1,1,0,11.575633,48,42,1,0,0,0,0,0,0,0,0,0
1,0,0,7.6002736,52,-999,1,0,0,0,0,0,1,0,0,0
0,0,0,7.5893226,47,29,1,0,0,0,0,0,0,0,0,0
1,0,0,20.328543,26,90,1,0,0,0,0,0,0,0,0,0
0,0,1,9.7357969,39,46,1,0,0,0,0,0,0,0,0,0
1,0,1,7.6194386,48,92,1,0,0,0,0,0,0,0,0,0
0,1,1,1.1718001,32,-999,1,0,0,0,0,0,1,0,0,0
1,0,1,55.748119,56,80,1,0,0,0,0,0,0,0,0,0
1,0,0,40.862423,56,90,1,0,0,0,0,0,0,0,0,0
0,0,1,7.5893226,48,-999,1,0,0,0,0,0,1,0,0,0
0,0,1,5.577002,35,76,1,0,0,0,0,0,0,0,0,0
0,0,1,7.6002736,55,-999,1,0,0,0,0,0,1,0,0,0
0,0,0,11.575633,47,-999,1,0,0,0,0,0,1,0,0,0
1,1,1,3.5838466,35,46,1,0,0,0,0,0,0,0,0,0
1,0,0,10.61191,25,-999,0,0,0,1,0,0,1,0,0,0
1,0,0,3.652293,26,-999,1,0,0,1,0,0,1,0,0,0
1,0,0,7.5893226,32,-999,1,0,0,1,0,0,1,0,0,0
0,0,0,11.589322,48,-999,0,0,0,1,0,0,1,0,0,0
1,0,0,7.7234769,39,-999,1,0,0,1,0,0,1,0,0,0
0,0,0,7.6030116,35,51,1,0,0,0,0,0,0,0,0,0
0,0,0,7.6687202,48,-999,1,0,0,1,0,0,1,0,0,0
1,0,0,7.6303902,39,52,1,0,0,0,0,0,0,0,0,0
1,0,0,11.173169,45,-999,1,0,0,0,0,0,1,0,0,0
0,0,0,3.5838466,45,-999,1,0,0,0,0,0,1,0,0,0
1,1,1,3.5947981,39,44,1,0,0,0,0,0,0,0,0,0
1,0,0,35.589321,35,92,1,0,0,0,0,0,0,0,0,0
1,1,0,7.6988363,35,50,1,0,0,0,0,0,0,0,0,0
0,1,1,3.5838466,56,35,1,0,0,0,0,0,0,0,0,0
0,0,1,3.5838466,32,44,1,0,0,1,0,0,0,0,0,0
0,0,1,7.5920601,53,42,1,0,0,0,0,0,0,0,0,0
1,0,0,7.5893226,35,-999,1,0,0,0,0,0,1,0,0,0
0,0,0,31.600273,55,-999,1,0,0,0,0,0,1,0,0,0
0,1,1,7.6413417,55,63,0,0,0,1,0,0,0,0,0,0
1,0,0,9.7357969,50,53,1,0,0,0,0,0,0,0,0,0
1,0,0,7.5893226,25,-999,1,0,0,0,0,0,1,0,0,0
0,1,1,3.5865846,52,-999,1,0,0,0,0,0,1,0,0,0
1,0,0,11.652293,61,49,1,0,0,0,0,0,0,0,0,0
0,1,1,1.7056811,48,77,1,0,0,0,0,0,0,0,0,0
1,0,1,2.7214236,35,47,1,0,0,0,0,0,0,0,0,0
1,0,1,11.575633,48,51,1,0,0,0,0,0,0,0,0,0
0,0,1,1.1690623,32,38,1,0,0,0,0,0,0,0,0,0
1,0,0,7.5893226,44,50,1,0,0,0,0,0,0,0,0,0
1,1,1,1.1690623,39,-999,1,0,0,0,0,0,1,0,0,0
1,1,1,1.1690623,53,34,1,0,0,0,0,0,0,0,0,0
0,1,1,7.6194386,39,31,1,0,0,0,0,0,0,0,0,0
0,0,1,7.5920601,48,54,1,0,0,0,0,0,0,0,0,0
1,0,0,9.7385349,56,60,1,0,0,0,0,0,0,0,0,0
1,0,0,27.578371,29,63,1,0,0,0,0,0,0,0,0,0
0,0,0,11.575633,55,64,1,0,0,0,0,0,0,0,0,0
1,0,0,5.1745381,35,34,1,0,0,0,0,0,0,0,0,0
0,0,0,11.597536,26,92,1,0,0,0,0,0,0,0,0,0
1,1,1,1.724846,56,-999,1,0,0,0,0,0,1,0,0,0
1,0,0,11.18412,26,50,1,0,0,0,0,0,0,0,0,0
0,0,1,7.5893226,78,-999,1,0,0,0,0,0,1,0,0,0
1,0,0,7.6112251,47,43,1,0,0,0,0,0,0,0,0,0
0,0,0,49.618069,56,-999,1,0,0,0,0,0,1,0,0,0
1,1,1,1.724846,48,-999,1,0,0,0,0,0,1,0,0,0
0,0,1,11.575633,35,-999,1,0,0,0,0,0,1,0,0,0
0,1,1,39.578369,33,70,1,0,0,0,0,0,0,0,0,0
1,0,1,9.5824776,39,47,1,0,0,0,0,0,0,0,0,0
0,1,1,11.575633,32,45,1,0,0,0,0,0,0,0,0,0
1,0,0,20.443531,26,87,1,0,0,0,0,0,0,0,0,0
1,0,1,7.5893226,55,57,1,0,0,0,0,0,0,0,0,0
1,0,0,7.5893226,56,48,1,0,0,0,0,0,0,0,0,0
0,0,1,3.5865846,48,74,1,0,0,0,0,0,0,0,0,0
0,0,0,3.5838466,44,-999,1,0,0,0,0,0,1,0,0,0
0,0,1,23.572895,45,43,1,0,0,0,0,0,0,0,0,0
0,0,0,7.7727585,47,25,1,0,0,0,0,0,0,0,0,0
0,1,1,11.575633,43,-999,1,0,0,0,0,0,1,0,0,0
0,0,0,12.591375,47,-999,1,0,0,0,0,0,1,0,0,0
0,0,0,55.236141,52,-999,1,0,0,0,0,0,1,0,0,0
0,0,0,5.577002,47,-999,1,0,0,0,0,0,1,0,0,0
0,1,1,66.217659,26,87,1,0,0,0,0,0,0,0,0,0
0,0,0,11.173169,35,-999,1,0,0,0,0,0,1,0,0,0
0,0,1,5.577002,47,-999,1,0,0,0,0,0,1,0,0,0
0,0,1,8.0985622,43,-999,0,0,0,1,0,0,1,0,0,0
1,0,0,7.6303902,51,59,1,0,0,1,0,0,0,0,0,0
1,0,1,7.7262149,52,41,1,0,0,0,0,0,0,0,0,0
0,0,0,14.253251,26,-999,1,0,0,0,0,0,1,0,0,0
0,0,1,15.581109,39,54,1,0,0,0,0,0,0,0,0,0
0,0,0,47.641342,56,77,1,0,0,0,0,0,0,0,0,0
0,1,1,51.898701,48,-999,1,0,0,0,0,0,1,0,0,0
0,1,0,23.572895,44,44,1,0,0,0,0,0,0,0,0,0
1,0,0,41.199177,39,85,1,0,0,0,0,0,0,0,0,0
1,0,0,8.2245035,35,-999,1,0,0,0,0,0,1,0,0,0
1,0,0,9.5824776,49,-999,1,0,0,0,0,0,1,0,0,0
1,0,0,35.63039,43,69,1,0,0,0,0,0,0,0,0,0
0,1,1,17.574265,47,76,1,0,0,0,0,0,0,0,0,0
1,0,0,35.641342,35,89,1,0,0,0,0,0,0,0,0,0
1,1,1,11.575633,47,-999,1,0,0,0,0,0,1,0,0,0
0,0,0,41.207394,39,64,1,0,0,0,0,0,0,0,0,0
1,0,1,27.578371,64,49,1,0,0,0,0,0,0,0,0,0
0,0,0,13.587954,50,42,1,0,0,0,0,0,0,0,0,0
1,0,0,4.2929502,25,-999,1,0,0,0,0,0,1,0,0,0
0,0,1,7.5920601,39,44,1,0,0,1,0,0,0,0,0,0
0,1,1,27.581108,35,52,1,0,0,0,0,0,0,0,0,0
0,0,0,59.772758,35,87,1,0,0,0,0,0,0,0,0,0
1,0,0,7.5893226,47,39,1,0,0,0,0,0,0,0,0,0
0,0,1,23.572895,56,53,1,0,0,0,0,0,0,0,0,0
1,1,1,7.5893226,35,-999,1,0,0,0,0,0,1,0,0,0
0,0,0,7.5920601,36,44,1,0,0,0,0,0,0,0,0,0
0,0,0,10.176591,39,-999,1,0,0,0,0,0,1,0,0,0
1,1,1,18.168377,47,-999,1,0,0,0,0,0,1,0,0,0
1,0,0,13.741273,56,32,1,0,0,0,0,0,0,0,0,0
1,0,0,59.893223,56,-999,1,0,0,0,0,0,1,0,0,0
0,0,1,39.912388,53,89,1,0,0,0,0,0,0,0,0,0
1,0,0,9.5824776,48,94,1,0,0,0,0,0,0,0,0,0
1,0,1,19.586584,39,80,1,0,0,0,0,0,0,0,0,0
1,0,1,3.5838466,43,43,1,0,0,0,0,0,0,0,0,0
0,1,1,7.5893226,35,34,1,0,0,0,0,0,0,0,0,0
0,0,1,17.574265,48,44,1,0,0,0,0,0,0,0,0,0
0,1,1,3.5838466,53,50,1,0,0,0,0,0,0,0,0,0
0,0,0,8.3258047,48,90,1,0,1,0,0,0,0,0,0,0
1,1,1,7.6687202,55,36,1,0,0,0,0,0,0,0,0,0
0,1,1,15.581109,51,49,1,0,0,0,0,0,0,0,0,0
1,1,1,19.586584,36,47,1,0,0,0,0,0,0,0,0,0
1,0,1,16.388775,26,49,1,0,0,0,0,0,0,0,0,0
1,0,1,7.5920601,39,-999,1,0,0,0,0,0,1,0,0,0
1,0,0,7.5893226,48,52,1,0,0,0,0,0,0,0,0,0
0,1,1,11.203285,33,73,1,0,0,0,0,0,0,0,0,0
0,1,1,4.2929502,43,33,1,0,0,0,0,0,0,0,0,0
0,1,1,3.5838466,35,-999,1,0,0,0,0,0,1,0,0,0
0,0,1,3.5838466,39,-999,1,0,0,0,0,0,1,0,0,0
0,1,1,7.780972,37,-999,1,0,0,0,0,0,1,0,0,0
1,0,1,7.6468172,55,-999,1,0,0,0,0,0,1,0,0,0
0,0,1,5.1745381,55,43,1,0,0,0,0,0,0,0,0,0
1,0,1,3.6167009,45,42,1,0,0,0,0,0,0,0,0,0
1,0,0,7.5893226,37,74,1,0,0,0,0,0,0,0,0,0
0,0,0,15.581109,47,49,1,0,0,0,0,0,0,0,0,0
1,0,0,7.5893226,32,43,1,0,0,0,0,0,0,0,0,0
1,0,0,3.5838466,48,-999,1,0,0,0,0,0,1,0,0,0
1,0,0,21.177277,48,-999,1,0,0,0,0,0,1,0,0,0
0,1,1,31.635866,53,72,1,0,0,0,0,0,0,0,0,0
0,1,0,48.67625,53,84,1,0,0,0,0,0,0,0,0,0
1,1,0,3.5975358,32,63,1,0,0,0,0,0,0,0,0,0
0,0,0,7.5893226,33,33,1,0,0,0,0,0,0,0,0,0
1,0,0,7.5893226,39,39,1,0,0,0,0,0,0,0,0,0
1,1,1,.17248461,39,47,1,0,0,0,0,0,0,0,0,0
0,1,1,15.811089,52,-999,1,0,0,0,0,0,1,0,0,0
0,0,0,35.301849,55,53,1,0,0,0,0,0,0,0,0,0
1,0,0,8.6324434,47,26,1,0,0,0,0,0,0,0,0,0
1,0,0,11.575633,39,63,1,0,0,0,0,0,0,0,0,0
1,0,0,3.5975358,53,-999,1,0,0,0,0,0,1,0,0,0
1,0,0,9.5824776,61,-999,1,0,0,0,0,0,1,0,0,0
1,0,0,20.161533,33,49,1,0,0,0,0,0,0,0,0,0
1,0,0,14.162902,48,41,1,0,0,0,0,0,0,0,0,0
0,1,1,7.6577687,32,-999,1,0,0,0,0,0,1,0,0,0
1,0,0,47.277206,26,-999,1,0,0,0,0,0,1,0,0,0
0,0,0,5.5989051,35,57,1,0,0,0,0,0,0,0,0,0
0,0,0,59.633129,60,90,1,0,0,0,0,0,0,0,0,0
0,0,0,67.835732,39,-999,1,0,0,0,0,0,1,0,0,0
1,0,1,17.171801,32,52,1,0,0,0,0,0,0,0,0,0
1,1,1,11.575633,36,56,1,0,0,0,0,0,0,0,0,0
0,0,0,13.604381,47,-999,1,0,0,0,0,0,1,0,0,0
1,1,1,1.1690623,25,-999,1,0,0,0,0,0,1,0,0,0
0,0,0,11.575633,26,97,1,0,0,0,0,0,0,0,0,0
1,1,0,15.258042,26,90,1,0,0,0,0,0,0,0,0,0
0,0,0,19.586584,39,51,1,0,0,0,0,0,0,0,0,0
0,0,0,7.7563314,39,-999,1,0,0,0,0,0,1,0,0,0
0,0,0,11.589322,48,50,1,0,0,0,0,0,0,0,0,0
0,0,0,23.572895,39,77,1,0,0,0,0,0,0,0,0,0
0,1,1,19.164955,48,37,1,0,0,0,0,0,0,0,0,0
1,1,1,7.6030116,39,62,1,0,0,0,0,0,0,0,0,0
1,0,0,3.6331279,53,37,1,0,0,0,0,0,0,0,0,0
1,0,0,14.162902,45,68,1,0,0,0,0,0,0,0,0,0
1,0,0,7.6057496,26,-999,1,0,0,0,0,0,1,0,0,0
1,1,0,5.577002,43,40,1,0,0,1,0,0,0,0,0,0
0,0,0,9.5824776,39,33,1,0,0,0,0,0,0,0,0,0
1,0,0,11.575633,39,-999,1,0,0,0,0,0,1,0,0,0
0,1,0,11.575633,39,67,1,0,0,0,0,0,0,0,0,0
0,0,0,11.186858,47,45,1,0,0,1,0,0,0,0,0,0
0,1,1,27.578371,48,52,1,0,0,0,0,0,0,0,0,0
0,0,0,14.162902,25,-999,1,0,0,0,0,0,1,0,0,0
1,0,0,11.575633,47,-999,1,0,0,0,0,0,1,0,0,0
0,0,0,11.575633,48,42,1,0,0,0,0,0,0,0,0,0
0,1,1,29.724846,29,83,1,0,0,0,0,0,0,0,0,0
0,0,1,9.7357969,25,-999,0,0,1,0,0,0,1,0,0,0
1,0,0,17.727583,35,59,1,0,0,0,0,0,0,0,0,0
1,0,0,11.173169,39,58,1,0,0,0,0,0,0,0,0,0
0,0,1,11.575633,52,61,1,0,0,0,0,0,0,0,0,0
1,1,1,23.572895,53,52,1,0,0,0,0,0,0,0,0,0
0,1,0,11.575633,33,50,1,0,0,0,0,0,0,0,0,0
0,0,0,11.613963,53,44,1,0,0,0,0,0,0,0,0,0
1,0,0,9.5934296,39,-999,1,0,0,0,0,0,1,0,0,0
1,1,1,.16974674,36,-999,1,0,0,0,0,0,1,0,0,0
0,0,0,7.6002736,55,-999,1,0,0,0,0,0,1,0,0,0
1,0,0,15.638604,33,-999,0,0,0,1,0,0,1,0,0,0
0,0,1,7.5893226,45,-999,1,0,0,0,0,0,1,0,0,0
1,0,0,11.288158,45,79,1,0,0,0,1,0,0,0,0,0
1,0,0,14.162902,25,56,1,0,0,0,0,0,0,0,0,0
1,1,1,47.679672,35,69,1,0,0,0,0,0,0,0,0,0
0,0,0,47.622177,39,69,1,0,0,0,0,0,0,0,0,0
0,0,0,11.575633,32,55,1,0,0,0,0,0,0,0,0,0
0,0,1,3.5838466,36,52,1,0,0,1,0,0,0,0,0,0
0,0,0,11.575633,39,-999,0,0,0,1,0,0,1,0,0,0
0,0,0,7.5893226,33,32,1,0,0,1,0,0,0,0,0,0
0,1,1,3.6194386,35,39,1,0,0,0,0,0,0,0,0,0
1,0,0,11.575633,39,-999,1,0,0,0,1,0,1,0,0,0
1,0,0,28.213552,39,71,1,0,0,0,0,0,0,0,0,0
1,0,0,7.6249146,47,-999,1,0,0,0,0,0,1,0,0,0
0,0,0,7.5893226,52,-999,1,0,0,0,0,0,1,0,0,0
0,0,0,7.5893226,45,-999,1,0,0,0,0,0,1,0,0,0
