treat,vs_12_update,vg_12_update,yearssincereg,age,hhinc,female,asian,black,latino,mideastern,nativeamer,d_miss_race,d_miss_age,d_miss_hhinc,d_miss_gender,township_id,milwaukee
1,1,1,3.9315538,-999,11,-999,0,1,0,0,0,0,1,0,1,87,1
0,0,0,4.0355921,-999,30,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,3.9698837,-999,8,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,4,-999,8,0,0,1,0,0,0,0,1,0,0,87,1
0,0,1,3.9288158,-999,11,0,0,1,0,0,0,0,1,0,0,87,1
1,1,1,4.0082135,-999,19,0,0,1,0,0,0,0,1,0,0,87,1
0,0,1,3.8138261,-999,24,0,0,1,0,0,0,0,1,0,0,87,1
0,0,1,3.8302534,-999,17,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,3.983573,-999,33,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.9589322,-999,29,-999,0,1,0,0,0,0,1,0,1,87,1
0,1,1,4.0629706,-999,26,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.9616702,-999,29,1,0,1,0,0,0,0,1,0,0,87,1
1,1,1,.13141684,-999,32,1,0,0,1,0,0,0,1,0,0,87,1
1,0,0,4.019165,-999,26,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,4.0547571,-999,29,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,3.9890485,-999,20,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.9698837,-999,7,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,4.0657086,-999,38,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.9288158,-999,32,0,0,1,0,0,0,0,1,0,0,87,1
0,1,1,4.0054755,-999,39,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.9644079,19,40,0,0,1,0,0,0,0,0,0,0,87,1
1,0,0,4.0082135,-999,44,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.9507186,23,38,0,0,1,0,0,0,0,0,0,0,87,1
1,1,1,4.1232033,-999,33,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.980835,-999,38,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.9698837,-999,38,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,3.9863107,-999,29,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,3.9972622,-999,22,-999,0,1,0,0,0,0,1,0,1,87,1
0,0,1,4.021903,-999,29,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,1,4.002738,-999,32,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,4.0657086,26,29,1,0,1,0,0,0,0,0,0,0,87,1
0,0,0,3.9479809,-999,33,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,3.983573,-999,38,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,3.9671457,-999,36,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,3.9315538,-999,27,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,4.0657086,-999,43,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,3.8986995,-999,31,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,4.002738,-999,43,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,4.0082135,-999,32,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,4.016427,-999,32,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,3.9452429,-999,34,0,0,0,1,0,0,0,1,0,0,87,1
0,0,0,3.980835,-999,33,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,3.6988363,-999,-999,1,0,1,0,0,0,0,1,1,0,87,1
1,0,0,3.8275154,-999,26,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.9671457,-999,39,1,0,1,0,0,0,0,1,0,0,87,1
0,0,1,3.9780972,-999,22,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,3.6741958,-999,41,-999,0,1,0,0,0,0,1,0,1,87,1
1,1,1,.34223136,-999,39,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,4.0629706,22,33,1,0,1,0,0,0,0,0,0,0,87,1
0,0,0,3.9425051,-999,32,-999,0,1,0,0,0,0,1,0,1,87,1
0,0,0,3.9671457,-999,36,-999,0,1,0,0,0,0,1,0,1,87,1
0,0,0,3.9479809,-999,29,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.9315538,-999,26,1,0,1,0,0,0,0,1,0,0,87,1
1,0,1,3.8439424,-999,24,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,3.9507186,-999,26,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,4.0602326,-999,30,0,0,1,0,0,0,0,1,0,0,87,1
0,0,1,4.0574946,22,29,1,0,1,0,0,0,0,0,0,0,87,1
0,0,1,4.0082135,-999,22,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,1,.34223136,-999,27,1,0,1,0,0,0,0,1,0,0,87,1
1,0,1,3.9507186,-999,17,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,1,3.874059,55,27,0,0,1,0,0,0,0,0,0,0,87,1
1,0,1,3.9863107,-999,22,1,0,1,0,0,0,0,1,0,0,87,1
1,0,1,3.9780972,-999,22,-999,1,0,0,0,0,0,1,0,1,87,1
1,0,0,3.983573,-999,21,0,0,1,0,0,0,0,1,0,0,87,1
1,1,0,.13141684,-999,21,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,4.0082135,-999,25,-999,0,1,0,0,0,0,1,0,1,87,1
0,0,1,3.9863107,-999,25,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,4.1341548,-999,25,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,.13141684,-999,-999,0,0,1,0,0,0,0,1,1,0,87,1
0,1,1,3.9972622,-999,21,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,4.0629706,-999,25,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,3.6769335,-999,17,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.8138261,-999,22,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,3.5838466,-999,-999,1,0,1,0,0,0,0,1,1,0,87,1
0,0,0,3.9863107,-999,21,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,4.0602326,-999,21,0,0,1,0,0,0,0,1,0,0,87,1
1,0,1,3.6413414,-999,16,1,0,1,0,0,0,0,1,0,0,87,1
0,1,0,4.016427,-999,21,1,0,1,0,0,0,0,1,0,0,87,1
1,1,0,.13141684,-999,29,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,4.0054755,-999,29,1,0,0,0,0,0,0,1,0,0,87,1
1,0,0,3.9863107,-999,29,1,0,0,1,0,0,0,1,0,0,87,1
0,0,0,3.9890485,-999,30,0,0,0,1,0,0,0,1,0,0,87,1
0,0,1,3.9315538,-999,30,0,0,0,1,0,0,0,1,0,0,87,1
0,0,0,3.9397674,-999,36,1,0,0,1,0,0,0,1,0,0,87,1
1,0,0,4.0657086,-999,20,1,0,0,1,0,0,0,1,0,0,87,1
0,0,0,3.9863107,52,26,0,0,0,1,0,0,0,0,0,0,87,1
1,0,0,3.9315538,-999,30,1,0,0,1,0,0,0,1,0,0,87,1
1,0,0,4.0821357,-999,26,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,3.9288158,-999,32,0,0,0,1,0,0,0,1,0,0,87,1
0,1,1,4.0246406,-999,20,1,0,0,1,0,0,0,1,0,0,87,1
1,0,0,3.9589322,-999,33,1,0,0,1,0,0,0,1,0,0,87,1
0,0,0,3.9288158,-999,33,1,0,0,1,0,0,0,1,0,0,87,1
1,0,0,4.0383301,-999,26,0,0,0,1,0,0,0,1,0,0,87,1
0,0,0,3.9452429,-999,26,-999,0,0,1,0,0,0,1,0,1,87,1
0,0,0,3.9863107,-999,12,0,0,0,1,0,0,0,1,0,0,87,1
0,0,1,3.9890485,-999,24,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.9288158,-999,24,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,3.9288158,-999,25,0,0,0,1,0,0,0,1,0,0,87,1
0,0,0,4.0082135,-999,35,-999,0,0,1,0,0,0,1,0,1,87,1
0,0,0,4.0547571,-999,30,0,0,1,0,0,0,0,1,0,0,87,1
0,0,1,3.980835,-999,32,1,0,1,0,0,0,0,1,0,0,87,1
1,1,1,3.9397674,-999,29,1,0,0,1,0,0,0,1,0,0,87,1
0,0,0,4.0602326,-999,29,0,0,1,0,0,0,0,1,0,0,87,1
1,0,1,4.0054755,-999,41,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,4.0547571,50,31,0,0,0,1,0,0,0,0,0,0,87,1
0,1,0,3.9863107,-999,31,1,0,0,0,0,0,0,1,0,0,87,1
0,0,0,3.9288158,-999,19,0,0,0,1,0,0,0,1,0,0,87,1
1,0,0,3.5838466,-999,-999,1,0,0,1,0,0,0,1,1,0,87,1
0,0,1,3.9397674,-999,24,1,0,0,1,0,0,0,1,0,0,87,1
0,0,0,3.9397674,-999,25,1,0,0,1,0,0,0,1,0,0,87,1
0,0,1,3.9863107,-999,38,0,0,0,1,0,0,0,1,0,0,87,1
1,0,1,3.7097878,-999,38,0,0,0,1,0,0,0,1,0,0,87,1
1,0,0,3.9315538,-999,27,1,0,0,1,0,0,0,1,0,0,87,1
1,0,0,3.9397674,-999,50,0,0,0,1,0,0,0,1,0,0,87,1
0,0,0,4.002738,-999,30,-999,0,1,0,0,0,0,1,0,1,87,1
0,1,1,3.8275154,-999,31,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,3.9863107,-999,54,1,0,0,1,0,0,0,1,0,0,87,1
1,1,1,3.9452429,-999,31,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,3.980835,-999,31,1,0,1,0,0,0,0,1,0,0,87,1
0,0,1,3.9507186,-999,40,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,3.9890485,-999,44,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,4.0821357,-999,25,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,4.0246406,-999,25,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,1,3.9863107,21,43,0,0,1,0,0,0,0,0,0,0,87,1
1,0,0,3.9452429,-999,25,0,0,1,0,0,0,0,1,0,0,87,1
1,0,1,3.9288158,22,43,0,0,1,0,0,0,0,0,0,0,87,1
1,0,1,4.0355921,-999,43,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,4.016427,-999,29,-999,0,1,0,0,0,0,1,0,1,87,1
1,1,1,4.0574946,21,52,1,0,1,0,0,0,0,0,0,0,87,1
1,0,0,4.0629706,-999,47,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,4.0574946,-999,35,0,0,1,0,0,0,0,1,0,0,87,1
0,0,1,3.9315538,-999,25,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.9425051,-999,25,1,0,1,0,0,0,0,1,0,0,87,1
0,0,1,3.9890485,-999,26,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,4.0629706,-999,25,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,3.9863107,-999,35,0,0,1,0,0,0,0,1,0,0,87,1
0,1,1,.13141684,-999,31,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,4.021903,-999,35,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,1,4,28,33,1,0,1,0,0,0,0,0,0,0,87,1
1,0,0,3.9780972,32,31,0,0,1,0,0,0,0,0,0,0,87,1
0,0,0,3.9425051,-999,35,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,4.016427,-999,28,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,4.0082135,65,28,0,0,1,0,0,0,0,0,0,0,87,1
1,0,1,4.0574946,-999,12,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.8302534,-999,17,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,1,4.0657086,-999,35,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,4.021903,-999,26,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,4.016427,-999,31,-999,0,1,0,0,0,0,1,0,1,87,1
1,1,1,4.0574946,37,26,0,0,1,0,0,0,0,0,0,0,87,1
1,1,1,4.0465436,53,31,1,0,1,0,0,0,0,0,0,0,87,1
1,0,1,4.0246406,64,20,0,0,1,0,0,0,0,0,0,0,87,1
1,0,0,4,-999,17,0,0,1,0,0,0,0,1,0,0,87,1
1,0,1,3.9260781,-999,29,-999,1,0,0,0,0,0,1,0,1,87,1
0,1,1,3.9671457,-999,21,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,4.0629706,-999,-999,1,0,1,0,0,0,0,1,1,0,87,1
0,0,0,4.0547571,42,26,0,0,1,0,0,0,0,0,0,0,87,1
0,1,0,4.0246406,-999,27,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.9671457,-999,17,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,4.0657086,22,27,1,0,1,0,0,0,0,0,0,0,87,1
1,0,0,4.0082135,-999,27,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,4.0465436,-999,27,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.9589322,-999,31,0,0,1,0,0,0,0,1,0,0,87,1
0,0,1,4.0574946,-999,17,0,0,1,0,0,0,0,1,0,0,87,1
1,0,1,3.9890485,48,17,1,0,1,0,0,0,0,0,0,0,87,1
1,0,0,3.9863107,-999,35,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.9507186,-999,25,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.983573,-999,25,1,0,1,0,0,0,0,1,0,0,87,1
1,0,1,.14236824,-999,18,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,3.9972622,-999,24,1,0,0,1,0,0,0,1,0,0,87,1
1,0,0,4.0657086,-999,25,0,0,1,0,0,0,0,1,0,0,87,1
1,1,0,4.002738,22,16,1,0,1,0,0,0,0,0,0,0,87,1
0,0,0,3.9671457,-999,16,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.9288158,-999,21,1,0,1,0,0,0,0,1,0,0,87,1
0,0,1,3.9671457,-999,35,0,0,1,0,0,0,0,1,0,0,87,1
1,1,1,3.6413414,-999,17,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,3.8439424,-999,21,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,4.016427,-999,16,1,0,1,0,0,0,0,1,0,0,87,1
0,0,1,4.1204653,22,16,1,0,1,0,0,0,0,0,0,0,87,1
0,0,0,4.0602326,-999,16,-999,0,1,0,0,0,0,1,0,1,87,1
0,0,0,4.0547571,-999,34,0,0,0,1,0,0,0,1,0,0,87,1
0,1,1,3.9671457,-999,21,1,0,1,0,0,0,0,1,0,0,87,1
0,0,1,3.9315538,-999,15,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.9644079,-999,25,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,3.909651,-999,26,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,4.0657086,-999,25,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,1,3.9698837,-999,27,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.887748,-999,25,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.9644079,-999,24,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.9644079,-999,30,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,4.0574946,-999,21,-999,0,1,0,0,0,0,1,0,1,87,1
0,0,0,3.980835,-999,21,0,0,0,1,0,0,0,1,0,0,87,1
1,0,0,4.0602326,-999,30,1,0,1,0,0,0,0,1,0,0,87,1
0,1,0,3.9589322,-999,19,-999,0,1,0,0,0,0,1,0,1,87,1
0,0,1,4.0547571,-999,21,1,0,0,0,0,0,0,1,0,0,87,1
0,0,0,3.983573,-999,23,0,0,1,0,0,0,0,1,0,0,87,1
0,0,1,3.9863107,-999,23,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,4.0602326,-999,14,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,3.983573,62,33,0,0,1,0,0,0,0,0,0,0,87,1
1,1,1,4.021903,-999,23,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,3.6933608,-999,34,0,0,1,0,0,0,0,1,0,0,87,1
1,1,1,3.9479809,-999,23,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,3.9425051,-999,23,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.687885,-999,27,1,0,1,0,0,0,0,1,0,0,87,1
0,1,1,.14784394,-999,14,1,0,1,0,0,0,0,1,0,0,87,1
1,1,1,3.9671457,-999,23,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,4.0657086,-999,21,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,4.019165,-999,21,-999,0,1,0,0,0,0,1,0,1,87,1
1,1,1,4.0574946,-999,21,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,4.0082135,-999,21,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,4.0657086,-999,21,0,0,1,0,0,0,0,1,0,0,87,1
1,1,0,4.0574946,-999,21,1,0,0,1,0,0,0,1,0,0,87,1
0,0,0,4.0547571,-999,21,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,4.0547571,-999,35,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,4.0246406,-999,26,0,0,1,0,0,0,0,1,0,0,87,1
1,0,1,4.0082135,-999,26,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.874059,-999,26,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,4,-999,35,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.9616702,-999,25,1,0,1,0,0,0,0,1,0,0,87,1
0,1,0,4.0574946,33,35,1,0,1,0,0,0,0,0,0,0,87,1
1,0,0,4.0629706,-999,33,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,3.9780972,-999,38,1,0,1,0,0,0,0,1,0,0,87,1
0,0,1,4.1314168,23,29,0,0,1,0,0,0,0,0,0,0,87,1
1,0,0,4.0629706,-999,30,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,3.9288158,-999,32,1,0,1,0,0,0,0,1,0,0,87,1
0,0,1,3.9890485,-999,30,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.9479809,-999,30,-999,0,1,0,0,0,0,1,0,1,87,1
0,0,0,3.9014373,-999,12,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,3.9315538,-999,29,-999,1,0,0,0,0,0,1,0,1,87,1
1,0,0,3.9589322,-999,29,1,0,0,0,0,0,0,1,0,0,87,1
1,0,0,3.9644079,-999,35,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,4,-999,32,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,3.980835,-999,25,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.9452429,-999,25,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,4.0246406,61,25,0,0,1,0,0,0,0,0,0,0,87,1
0,0,1,4.0629706,-999,30,1,0,1,0,0,0,0,1,0,0,87,1
0,0,1,3.9972622,-999,14,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,3.9890485,22,30,1,0,1,0,0,0,0,0,0,0,87,1
0,0,0,3.9452429,-999,16,0,0,1,0,0,0,0,1,0,0,87,1
0,0,1,3.9425051,-999,30,1,0,1,0,0,0,0,1,0,0,87,1
0,1,0,3.9698837,-999,19,-999,0,1,0,0,0,0,1,0,1,87,1
0,0,0,4.0246406,-999,16,-999,0,1,0,0,0,0,1,0,1,87,1
0,0,0,3.9315538,-999,16,-999,-999,-999,-999,-999,-999,1,1,0,1,87,1
0,0,0,4.1177278,-999,19,-999,0,1,0,0,0,0,1,0,1,87,1
1,1,1,3.9425051,-999,30,1,0,1,0,0,0,0,1,0,0,87,1
1,0,1,.13141684,-999,30,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,4.0246406,-999,30,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,3.9479809,-999,30,0,0,1,0,0,0,0,1,0,0,87,1
1,0,1,3.983573,-999,19,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.890486,-999,30,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.983573,-999,19,-999,0,1,0,0,0,0,1,0,1,87,1
0,0,1,3.9397674,-999,30,0,0,1,0,0,0,0,1,0,0,87,1
1,0,1,3.9315538,44,30,0,0,1,0,0,0,0,0,0,0,87,1
0,1,0,3.9972622,-999,30,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.9589322,-999,19,0,0,1,0,0,0,0,1,0,0,87,1
0,0,1,4.1314168,-999,25,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,3.9589322,-999,19,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,3.9671457,-999,19,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,4.0465436,-999,20,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,3.9698837,-999,11,1,0,0,0,0,0,0,1,0,0,87,1
1,0,0,4.0629706,-999,20,1,0,1,0,0,0,0,1,0,0,87,1
1,1,1,3.9972622,-999,17,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,4.0657086,-999,37,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,4.0246406,-999,17,0,0,1,0,0,0,0,1,0,0,87,1
1,0,1,4.0082135,-999,21,1,0,1,0,0,0,0,1,0,0,87,1
0,1,1,4.0082135,-999,21,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,3.9890485,-999,17,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,4.002738,-999,25,1,0,1,0,0,0,0,1,0,0,87,1
0,0,1,4.0355921,30,25,0,0,1,0,0,0,0,0,0,0,87,1
1,0,0,3.9972622,-999,15,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,3.983573,-999,21,1,0,1,0,0,0,0,1,0,0,87,1
0,1,0,3.9315538,26,17,0,0,1,0,0,0,0,0,0,0,87,1
1,1,1,4.0054755,-999,11,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,3.9561944,-999,11,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,3.9425051,-999,27,-999,0,1,0,0,0,0,1,0,1,87,1
0,0,0,3.9698837,-999,25,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.9479809,-999,11,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,4.0574946,-999,11,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,3.9507186,-999,11,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,4.0657086,-999,24,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,4,-999,11,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,4.0082135,-999,25,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,3.9014373,-999,17,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,4,-999,11,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,4.0438056,-999,11,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,4.016427,27,20,0,0,0,1,0,0,0,0,0,0,87,1
1,1,0,4.0082135,-999,25,1,0,1,0,0,0,0,1,0,0,87,1
1,1,1,3.9863107,44,25,1,0,1,0,0,0,0,0,0,0,87,1
1,0,0,3.5838466,-999,-999,0,0,1,0,0,0,0,1,1,0,87,1
0,1,1,3.9890485,-999,19,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,4.0821357,-999,21,-999,0,1,0,0,0,0,1,0,1,87,1
0,0,0,4.0547571,-999,18,0,0,1,0,0,0,0,1,0,0,87,1
0,1,1,3.9315538,-999,21,1,0,1,0,0,0,0,1,0,0,87,1
1,0,1,3.9972622,-999,20,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.9425051,-999,11,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,4,-999,18,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,3.8548939,-999,36,1,0,1,0,0,0,0,1,0,0,87,1
0,0,1,4.019165,60,21,0,0,1,0,0,0,0,0,0,0,87,1
1,0,0,3.983573,-999,22,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,4.0602326,-999,18,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,4.016427,-999,11,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.983573,28,22,0,0,1,0,0,0,0,0,0,0,87,1
0,1,0,4.016427,-999,18,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,3.9890485,-999,19,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.9288158,-999,21,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.9698837,-999,21,0,0,1,0,0,0,0,1,0,0,87,1
1,0,1,.13141684,-999,32,1,0,1,0,0,0,0,1,0,0,87,1
1,1,1,4.0246406,-999,17,0,0,1,0,0,0,0,1,0,0,87,1
1,1,1,3.9425051,19,36,0,0,1,0,0,0,0,0,0,0,87,1
0,0,0,3.9644079,-999,27,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.9425051,-999,18,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,4.002738,-999,27,-999,0,1,0,0,0,0,1,0,1,87,1
0,0,0,4.0657086,-999,18,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,4.019165,-999,18,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.9698837,-999,18,0,0,1,0,0,0,0,1,0,0,87,1
1,0,1,3.9425051,-999,29,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,4.0629706,-999,18,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,3.9780972,-999,16,1,1,0,0,0,0,0,1,0,0,87,1
0,0,0,3.9863107,34,32,1,0,0,1,0,0,0,0,0,0,87,1
1,0,0,3.9288158,-999,37,1,0,0,1,0,0,0,1,0,0,87,1
0,0,0,3.9863107,-999,41,-999,0,1,0,0,0,0,1,0,1,87,1
0,0,0,3.6550307,-999,17,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,3.9863107,-999,20,1,0,0,1,0,0,0,1,0,0,87,1
0,0,0,3.9041753,-999,42,0,0,0,1,0,0,0,1,0,0,87,1
0,0,0,3.9315538,-999,21,-999,0,0,1,0,0,0,1,0,1,87,1
1,0,0,3.9397674,-999,20,0,0,0,1,0,0,0,1,0,0,87,1
0,0,0,3.9671457,-999,12,1,0,0,1,0,0,0,1,0,0,87,1
0,0,0,3.8685832,-999,14,1,0,1,0,0,0,0,1,0,0,87,1
1,1,0,3.9288158,-999,22,1,0,0,1,0,0,0,1,0,0,87,1
1,1,0,3.9397674,-999,25,0,0,0,1,0,0,0,1,0,0,87,1
0,0,0,3.9863107,-999,21,1,0,0,1,0,0,0,1,0,0,87,1
0,0,0,4.0246406,-999,25,0,0,0,1,0,0,0,1,0,0,87,1
0,1,1,3.9288158,-999,21,-999,0,0,1,0,0,0,1,0,1,87,1
1,0,0,3.9315538,-999,22,0,0,0,1,0,0,0,1,0,0,87,1
1,0,0,3.9671457,-999,21,-999,0,0,1,0,0,0,1,0,1,87,1
1,1,1,3.9589322,-999,20,0,0,1,0,0,0,0,1,0,0,87,1
0,1,1,4.0574946,-999,21,1,0,0,1,0,0,0,1,0,0,87,1
1,0,0,4.002738,-999,28,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.9288158,-999,22,1,0,0,1,0,0,0,1,0,0,87,1
1,0,0,3.9698837,-999,24,1,0,1,0,0,0,0,1,0,0,87,1
0,0,1,3.9397674,-999,22,1,0,0,1,0,0,0,1,0,0,87,1
