treat,vs_12_update,vg_12_update,yearssincereg,age,hhinc,female,asian,black,latino,mideastern,nativeamer,d_miss_race,d_miss_age,d_miss_hhinc,d_miss_gender,township_id,milwaukee
1,0,1,.57494867,50,64,1,0,0,0,0,0,0,0,0,0,95,0
1,1,1,.17248461,-999,52,1,0,0,1,0,0,0,1,0,0,705,0
0,0,1,.40520191,33,33,1,0,0,0,0,0,0,0,0,0,798,0
0,1,1,1.1663244,70,46,1,0,0,1,0,0,0,0,0,0,369,0
1,0,0,.17248461,32,44,1,0,0,0,0,0,0,0,0,0,18,0
1,1,0,3.6331279,37,32,0,-999,-999,-999,-999,-999,1,0,0,0,74,0
0,0,0,2.3709788,38,70,1,1,0,0,0,0,0,0,0,0,74,0
0,0,0,4.5804243,-999,37,1,0,0,0,0,0,0,1,0,0,377,0
0,0,0,4.2573581,62,56,1,0,0,0,0,0,0,0,0,0,756,0
1,0,0,.27926078,66,42,1,0,0,0,0,0,0,0,0,0,164,0
1,1,0,4.3531828,25,21,1,0,0,1,0,0,0,0,0,0,87,1
1,1,0,.27652293,44,62,1,1,0,0,0,0,0,0,0,0,74,0
0,1,1,.17248461,-999,61,1,0,0,1,0,0,0,1,0,0,279,0
1,0,0,3.5865846,-999,37,1,0,0,0,0,1,0,1,0,0,438,0
1,0,0,3.6495552,-999,42,1,0,0,0,0,0,0,1,0,0,152,0
0,0,1,3.6167009,60,62,1,0,0,1,0,0,0,0,0,0,796,0
0,1,1,.53935659,-999,46,1,1,0,0,0,0,0,1,0,0,786,0
0,0,0,.12867899,81,14,1,0,0,0,0,0,0,0,0,0,64,0
1,1,1,3.890486,41,44,1,0,1,0,0,0,0,0,0,0,87,1
0,1,1,1.5140315,-999,61,1,0,0,1,0,0,0,1,0,0,118,0
1,1,1,3.6550307,20,17,0,1,0,0,0,0,0,0,0,0,87,1
0,0,1,1.8945928,26,45,-999,1,0,0,0,0,0,0,0,1,7,0
1,1,0,4.1779604,50,41,1,0,0,0,0,0,0,0,0,0,340,0
1,0,0,3.66872,30,49,1,0,0,1,0,0,0,0,0,0,494,0
0,0,1,.20807666,-999,94,1,0,0,0,0,0,0,1,0,0,576,0
1,1,1,3.5947981,-999,88,0,1,0,0,0,0,0,1,0,0,789,0
1,0,0,4.0273786,-999,21,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.9890485,-999,20,-999,0,0,1,0,0,0,1,0,1,87,1
1,1,1,.24640657,-999,26,1,0,0,1,0,0,0,1,0,0,122,0
1,0,1,.24366872,42,42,1,0,0,0,0,0,0,0,0,0,12,0
0,0,0,4.238193,41,46,1,0,0,0,0,0,0,0,0,0,263,0
0,0,0,3.6386037,-999,47,1,0,0,0,0,0,0,1,0,0,64,0
0,0,0,3.8138261,-999,21,1,0,0,1,0,0,0,1,0,0,158,0
0,0,1,3.6331279,-999,46,1,0,0,0,0,0,0,1,0,0,278,0
1,1,1,.17248461,37,111,0,0,1,0,0,0,0,0,0,0,784,0
0,1,1,4.3148527,-999,37,1,0,0,0,0,0,0,1,0,0,143,0
0,0,0,4.2491446,-999,42,1,0,0,0,0,0,0,1,0,0,257,0
1,0,0,4.3531828,29,49,1,0,0,1,0,0,0,0,0,0,87,1
0,0,0,4.3121152,-999,29,1,0,0,0,0,0,0,1,0,0,661,0
0,1,1,.24914442,-999,30,0,0,0,1,0,0,0,1,0,0,87,1
1,1,0,3.6112251,61,43,1,0,0,0,0,0,0,0,0,0,7,0
0,0,0,4.0054755,-999,22,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.6386037,-999,64,1,0,0,0,0,0,0,1,0,0,51,0
1,0,0,3.66872,-999,24,1,0,0,0,0,0,0,1,0,0,82,0
1,0,1,.17248461,40,50,1,0,0,1,0,0,0,0,0,0,749,0
1,0,1,3.6769335,-999,38,1,0,0,0,0,0,0,1,0,0,87,1
1,1,1,.34223136,-999,39,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.8110883,-999,21,0,0,1,0,0,0,0,1,0,0,87,1
0,1,0,3.797399,-999,29,1,0,0,0,0,0,0,1,0,0,87,1
1,0,0,3.9288158,53,30,0,-999,-999,-999,-999,-999,1,0,0,0,87,1
1,1,1,.17248461,33,36,1,0,0,0,0,0,0,0,0,0,528,0
0,0,0,4.235455,-999,49,1,0,0,1,0,0,0,1,0,0,833,0
1,0,0,3.6386037,-999,36,1,0,0,0,0,0,0,1,0,0,51,0
1,0,0,4.3477073,-999,21,0,0,1,0,0,0,0,1,0,0,87,1
1,1,1,3.8521562,-999,15,1,0,1,0,0,0,0,1,0,0,87,1
0,1,1,.17248461,-999,50,1,0,0,0,0,0,0,1,0,0,376,0
1,1,1,3.6194386,43,73,1,0,0,0,1,0,0,0,0,0,19,0
1,0,1,4.5749488,-999,55,1,0,0,1,0,0,0,1,0,0,649,0
1,1,1,.17248461,-999,46,1,0,0,0,1,0,0,1,0,0,64,0
0,0,0,3.8822725,-999,17,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,4.0438056,56,20,1,0,1,0,0,0,0,0,0,0,87,1
0,0,0,.38329911,-999,33,1,0,0,0,0,0,0,1,0,0,132,0
0,1,1,.27652293,-999,59,1,0,0,0,0,0,0,1,0,0,74,0
1,0,0,3.6221766,24,39,1,0,0,0,0,0,0,0,0,0,811,0
0,0,0,3.8685832,-999,24,1,0,0,1,0,0,0,1,0,0,87,1
1,0,1,.18891171,-999,27,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,3.8631074,38,37,1,0,0,1,0,0,0,0,0,0,12,0
1,0,0,3.5838466,-999,41,1,0,0,1,0,0,0,1,0,0,634,0
1,0,0,4.3613963,-999,32,1,0,0,0,0,0,0,1,0,0,310,0
1,0,0,3.7180014,-999,-999,0,0,0,0,1,0,0,1,1,0,152,0
1,0,0,3.0855579,-999,32,1,0,1,0,0,0,0,1,0,0,122,0
0,1,1,.77754962,-999,-999,0,1,0,0,0,0,0,1,1,0,74,0
0,0,0,3.8275154,24,32,1,0,0,0,0,0,0,0,0,0,158,0
0,1,1,1.763176,24,30,1,0,0,0,0,0,0,0,0,0,74,0
0,0,1,.68446273,-999,-999,-999,1,0,0,0,0,0,1,1,1,87,1
0,1,1,.75838464,-999,-999,0,0,0,1,0,0,0,1,1,0,74,0
1,1,1,.22724162,44,-999,1,0,1,0,0,0,0,0,1,0,87,1
0,0,1,.35044491,-999,-999,1,1,0,0,0,0,0,1,1,0,74,0
1,0,0,3.7508557,-999,26,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,4.3066392,45,60,1,0,0,0,0,0,0,0,0,0,516,0
1,0,1,1.377139,-999,66,1,0,1,0,0,0,0,1,0,0,842,0
1,1,1,.17248461,24,-999,1,0,1,0,0,0,0,0,1,0,490,0
0,0,0,3.9123888,-999,32,1,0,0,0,0,0,0,1,0,0,78,0
0,1,1,.34223136,32,-999,1,0,1,0,0,0,0,0,1,0,74,0
1,1,1,.34223136,24,-999,1,0,1,0,0,0,0,0,1,0,87,1
0,1,1,.34223136,-999,-999,-999,1,0,0,0,0,0,1,1,1,87,1
1,0,0,3.7946613,-999,42,0,0,1,0,0,0,0,1,0,0,87,1
1,1,1,5.1745381,61,44,1,0,0,0,0,0,0,0,0,0,88,0
0,1,1,.41889116,35,50,1,0,0,0,0,0,0,0,0,0,136,0
1,1,1,.62422997,-999,-999,-999,0,0,0,1,0,0,1,1,1,64,0
0,1,1,.36687201,-999,-999,1,0,0,1,0,0,0,1,1,0,64,0
0,1,1,.17248461,-999,-999,0,0,0,1,0,0,0,1,1,0,64,0
0,0,0,3.652293,-999,38,1,0,1,0,0,0,0,1,0,0,122,0
0,1,1,.17248461,52,-999,0,0,0,0,0,1,0,0,1,0,542,0
0,1,1,.17248461,-999,-999,1,0,1,0,0,0,0,1,1,0,87,1
1,1,0,.22724162,27,-999,1,0,0,1,0,0,0,0,1,0,74,0
0,1,1,.13141684,-999,-999,0,0,1,0,0,0,0,1,1,0,87,1
1,0,0,4.3258042,-999,17,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.9315538,-999,11,0,0,1,0,0,0,0,1,0,0,87,1
1,0,1,3.8439424,-999,23,0,0,1,0,0,0,0,1,0,0,74,0
1,1,1,.25188228,-999,-999,1,0,0,1,0,0,0,1,1,0,74,0
0,0,0,1.6098562,-999,-999,1,0,0,1,0,0,0,1,1,0,74,0
0,1,1,.22724162,47,35,0,0,1,0,0,0,0,0,0,0,87,1
1,0,0,4.0383301,-999,40,1,0,0,1,0,0,0,1,0,0,87,1
0,1,1,.24914442,-999,-999,0,0,0,1,0,0,0,1,1,0,887,0
0,1,1,.13141684,58,-999,1,0,1,0,0,0,0,0,1,0,87,1
0,1,1,.27652293,-999,36,1,0,1,0,0,0,0,1,0,0,74,0
1,1,1,.64339495,24,-999,0,1,0,0,0,0,0,0,1,0,74,0
1,1,1,.17248461,-999,-999,1,0,0,1,0,0,0,1,1,0,87,1
1,0,0,3.8466804,33,40,1,0,0,1,0,0,0,0,0,0,132,0
0,0,0,4.9253936,-999,50,1,0,0,0,0,0,0,1,0,0,294,0
1,0,0,3.6386037,-999,62,1,0,0,0,0,0,0,1,0,0,118,0
0,0,0,3.9315538,-999,60,1,0,0,0,0,0,0,1,0,0,499,0
0,0,1,1.7002053,-999,31,1,0,0,0,0,0,0,1,0,0,404,0
0,0,0,3.7508557,24,67,1,0,1,0,0,0,0,0,0,0,74,0
0,0,0,1.1690623,-999,-999,1,0,1,0,0,0,0,1,1,0,87,1
1,0,0,3.7344284,42,31,0,0,0,1,0,0,0,0,0,0,109,0
1,1,1,1.9164956,70,57,1,0,0,0,0,0,0,0,0,0,314,0
1,1,1,.59137577,-999,-999,1,0,1,0,0,0,0,1,1,0,87,1
1,0,0,3.5838466,-999,-999,1,0,0,1,0,0,0,1,1,0,64,0
0,0,0,3.9151266,-999,27,1,0,0,0,0,1,0,1,0,0,542,0
1,1,1,.22724162,-999,27,0,0,1,0,0,0,0,1,0,0,158,0
0,0,0,4.0547571,49,37,1,0,0,0,0,0,0,0,0,0,238,0
0,0,0,4.2710471,-999,46,1,0,0,0,0,0,0,1,0,0,121,0
0,0,0,4.2929502,-999,-999,1,0,0,1,0,0,0,1,1,0,33,0
0,0,0,3.5838466,55,45,1,0,0,0,0,0,0,0,0,0,643,0
0,0,0,5.3607121,-999,63,1,0,0,0,0,0,0,1,0,0,875,0
1,0,0,4.4024639,-999,76,1,0,1,0,0,0,0,1,0,0,43,0
0,0,0,5.2347708,-999,60,-999,0,0,1,0,0,0,1,0,1,74,0
0,0,0,5.2402463,-999,57,0,0,1,0,0,0,0,1,0,0,74,0
1,0,0,3.6550307,-999,53,1,0,0,0,0,0,0,1,0,0,406,0
1,0,0,.17248461,65,47,1,0,0,1,0,0,0,0,0,0,314,0
1,0,1,5.4182067,-999,30,-999,0,1,0,0,0,0,1,0,1,64,0
0,0,0,5.3661876,-999,35,-999,0,1,0,0,0,0,1,0,1,64,0
1,0,1,5.2840519,-999,22,1,0,0,1,0,0,0,1,0,0,64,0
0,0,0,5.2731009,-999,27,1,0,0,0,0,0,0,1,0,0,64,0
0,0,1,5.4017797,-999,62,-999,1,0,0,0,0,0,1,0,1,64,0
0,0,0,4.2929502,-999,45,1,0,0,0,0,0,0,1,0,0,67,0
0,0,1,.17248461,-999,30,0,0,1,0,0,0,0,1,0,0,883,0
1,0,0,5.2731009,-999,44,1,0,0,0,0,0,0,1,0,0,66,0
0,0,0,3.7946613,-999,39,1,0,0,0,0,0,0,1,0,0,626,0
1,0,0,5.4045177,25,42,0,0,0,1,0,0,0,0,0,0,739,0
1,0,0,5.2895279,-999,27,1,0,0,0,0,1,0,1,0,0,438,0
0,0,1,5.2238193,23,62,1,0,0,0,1,0,0,0,0,0,700,0
1,0,0,5.2292948,23,33,0,1,0,0,0,0,0,0,0,0,87,1
0,0,0,.18617386,25,20,0,0,0,1,0,0,0,0,0,0,87,1
1,1,1,3.8439424,-999,29,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,5.2292948,23,27,0,0,1,0,0,0,0,0,0,0,87,1
0,0,0,3.5838466,-999,-999,1,0,1,0,0,0,0,1,1,0,87,1
1,0,0,5.2265573,23,37,1,0,1,0,0,0,0,0,0,0,87,1
1,0,0,3.5838466,-999,-999,0,0,1,0,0,0,0,1,1,0,87,1
1,1,1,4.0629706,-999,21,0,0,1,0,0,0,0,1,0,0,87,1
1,1,1,.17248461,-999,30,1,0,0,1,0,0,0,1,0,0,87,1
0,0,1,3.8138261,-999,28,1,0,0,1,0,0,0,1,0,0,87,1
0,0,0,5.3579741,-999,41,-999,1,0,0,0,0,0,1,0,1,87,1
0,0,0,.22724162,-999,20,1,1,0,0,0,0,0,1,0,0,87,1
1,0,1,.13141684,50,18,1,0,1,0,0,0,0,0,0,0,87,1
1,0,0,5.3579741,-999,40,1,0,0,1,0,0,0,1,0,0,87,1
1,0,1,5.2292948,-999,16,1,0,0,1,0,0,0,1,0,0,87,1
0,0,0,3.9370294,-999,20,1,0,0,1,0,0,0,1,0,0,87,1
0,0,1,.17248461,-999,41,1,0,0,1,0,0,0,1,0,0,87,1
0,0,0,5.3689256,-999,33,1,0,0,1,0,0,0,1,0,0,87,1
0,0,1,5.3607121,-999,33,1,0,1,0,0,0,0,1,0,0,87,1
1,1,1,3.8932238,-999,26,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,3.9863107,24,16,0,1,0,0,0,0,0,0,0,0,87,1
1,1,0,5.341547,-999,9,0,1,0,0,0,0,0,1,0,0,87,1
0,1,1,.22724162,-999,22,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,1.650924,-999,20,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,1.5906913,-999,-999,1,0,0,1,0,0,0,1,1,0,146,0
1,0,0,1.5906913,-999,51,1,0,0,0,0,0,0,1,0,0,602,0
1,0,0,1.5906913,-999,60,1,0,0,0,0,0,0,1,0,0,774,0
0,0,1,.55578369,42,40,1,0,0,0,0,0,0,0,0,0,141,0
1,0,0,5.3880901,-999,43,0,0,1,0,0,0,0,1,0,0,705,0
0,0,0,5.32512,52,35,0,0,1,0,0,0,0,0,0,0,122,0
0,1,0,.17248461,-999,34,1,0,0,0,0,0,0,1,0,0,122,0
1,0,0,5.2429843,-999,43,0,0,0,1,0,0,0,1,0,0,12,0
1,0,0,5.2429843,-999,37,1,0,0,0,0,0,0,1,0,0,12,0
0,0,1,5.2292948,23,59,1,0,0,1,0,0,0,0,0,0,12,0
0,0,0,3.5838466,-999,34,0,0,0,1,0,0,0,1,0,0,882,0
0,0,0,3.8822725,-999,-999,0,0,0,1,0,0,0,1,1,0,132,0
0,0,0,5.3607121,-999,34,0,-999,-999,-999,-999,-999,1,1,0,0,829,0
1,0,0,.17248461,-999,60,1,0,0,1,0,0,0,1,0,0,569,0
0,0,0,5.2703629,53,39,1,0,0,0,0,0,0,0,0,0,134,0
1,0,0,5.2429843,-999,85,1,0,0,0,0,0,0,1,0,0,19,0
1,0,0,3.5865846,30,30,1,1,0,0,0,0,0,0,0,0,7,0
1,0,1,.25188228,-999,-999,0,0,0,1,0,0,0,1,1,0,74,0
0,0,1,.22997947,-999,-999,-999,0,1,0,0,0,0,1,1,1,43,0
1,0,0,.35592061,-999,-999,1,0,1,0,0,0,0,1,1,0,146,0
1,0,0,1.5906913,-999,-999,1,0,1,0,0,0,0,1,1,0,74,0
0,0,0,3.6413414,-999,45,1,0,0,0,0,0,0,1,0,0,222,0
1,1,1,.18891171,32,46,1,1,0,0,0,0,0,0,0,0,87,1
0,1,1,.17248461,-999,63,0,0,0,1,0,0,0,1,0,0,74,0
0,0,0,4.5804243,-999,54,1,0,0,0,0,0,0,1,0,0,769,0
0,0,1,.14510609,-999,-999,0,1,0,0,0,0,0,1,1,0,443,0
1,0,0,4.3039017,-999,41,1,0,0,0,0,0,0,1,0,0,87,1
0,0,0,3.1813827,-999,57,0,0,0,1,0,0,0,1,0,0,33,0
0,1,1,.17248461,-999,-999,1,0,1,0,0,0,0,1,1,0,87,1
1,0,0,.55578369,62,-999,0,0,1,0,0,0,0,0,1,0,778,0
1,0,0,3.8275154,-999,29,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,1.6290212,-999,16,1,0,0,1,0,0,0,1,0,0,87,1
0,1,1,.13415469,-999,-999,-999,0,0,0,1,0,0,1,1,1,81,0
0,0,0,3.6030116,45,59,1,0,0,0,0,0,0,0,0,0,341,0
1,1,0,.20807666,43,-999,0,0,0,0,1,0,0,0,1,0,790,0
1,0,0,3.8658452,-999,64,-999,0,1,0,0,0,0,1,0,1,64,0
0,1,1,.39698836,-999,69,1,0,0,0,0,0,0,1,0,0,631,0
1,0,0,3.7097878,60,24,1,0,0,0,0,0,0,0,0,0,662,0
1,1,1,.27926078,30,46,1,0,0,0,0,0,0,0,0,0,157,0
1,1,1,.22176592,-999,37,1,0,0,0,0,0,0,1,0,0,867,0
0,1,1,.85420942,34,-999,0,1,0,0,0,0,0,0,1,0,764,0
1,0,0,3.5865846,35,34,1,0,0,0,0,0,0,0,0,0,24,0
1,0,0,4.238193,-999,41,1,0,0,0,0,0,0,1,0,0,544,0
0,0,0,3.6386037,-999,32,0,0,0,0,1,0,0,1,0,0,51,0
1,0,1,4.013689,-999,18,0,0,0,1,0,0,0,1,0,0,87,1
0,0,0,4.3093772,-999,60,1,0,0,0,0,0,0,1,0,0,227,0
1,1,1,.22724162,-999,51,1,0,0,0,0,0,0,1,0,0,74,0
1,0,0,4.2765231,-999,49,1,0,0,0,0,0,0,1,0,0,612,0
1,1,1,3.6824093,-999,51,1,0,0,0,0,0,0,1,0,0,78,0
0,0,0,3.6386037,-999,62,1,0,1,0,0,0,0,1,0,0,64,0
1,1,1,3.6605065,-999,28,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,.13141684,-999,25,1,0,0,1,0,0,0,1,0,0,87,1
1,0,0,4.235455,-999,53,1,0,0,0,0,0,0,1,0,0,611,0
0,0,0,3.66872,-999,34,1,0,0,1,0,0,0,1,0,0,43,0
1,1,1,.20260096,18,58,0,0,1,0,0,0,0,0,0,0,766,0
1,0,1,3.9315538,37,36,0,-999,-999,-999,-999,-999,1,0,0,0,87,1
1,1,1,.28473648,-999,-999,1,0,0,1,0,0,0,1,1,0,87,1
0,1,1,3.8275154,-999,25,0,0,1,0,0,0,0,1,0,0,87,1
0,0,1,3.9616702,31,53,1,0,0,0,0,0,0,0,0,0,774,0
1,0,0,3.6030116,37,-999,0,0,1,0,0,0,0,0,1,0,87,1
0,0,0,3.8329911,-999,21,0,0,1,0,0,0,0,1,0,0,64,0
1,1,1,.17248461,-999,17,0,0,1,0,0,0,0,1,0,0,87,1
0,1,1,1.6481862,-999,41,1,0,0,1,0,0,0,1,0,0,158,0
1,0,1,.17248461,22,-999,0,1,0,0,0,0,0,0,1,0,131,0
0,0,0,3.6796715,24,41,1,0,0,1,0,0,0,0,0,0,87,1
0,1,1,.27652293,-999,45,1,0,0,1,0,0,0,1,0,0,74,0
1,0,0,3.8165641,-999,21,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,4.0492811,29,45,1,0,0,0,0,0,0,0,0,0,87,1
0,1,1,4.0657086,-999,22,1,0,0,0,0,0,0,1,0,0,87,1
0,0,0,3.9014373,-999,31,0,0,1,0,0,0,0,1,0,0,87,1
1,1,1,1.6399726,-999,30,1,0,0,0,0,0,0,1,0,0,146,0
0,0,0,3.6386037,-999,62,1,0,0,1,0,0,0,1,0,0,64,0
1,1,1,3.687885,-999,31,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,.17248461,53,62,1,0,0,0,0,0,0,0,0,0,522,0
0,0,0,4.0602326,-999,14,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,3.8275154,59,23,1,0,0,0,0,0,0,0,0,0,74,0
1,1,1,.13141684,44,31,0,0,1,0,0,0,0,0,0,0,87,1
0,0,0,3.6577687,39,43,1,0,0,0,0,0,0,0,0,0,155,0
0,1,1,.13415469,-999,51,-999,0,1,0,0,0,0,1,0,1,199,0
0,1,1,2.3709788,37,51,1,-999,-999,-999,-999,-999,1,0,0,0,43,0
1,0,0,3.7946613,36,29,1,0,0,1,0,0,0,0,0,0,87,1
1,0,1,4.2327175,-999,50,1,0,0,1,0,0,0,1,0,0,87,1
1,0,0,3.6413414,-999,23,1,-999,-999,-999,-999,-999,1,1,0,0,87,1
1,1,1,4.4079399,23,33,1,0,1,0,0,0,0,0,0,0,87,1
1,1,1,3.671458,67,38,1,0,0,0,0,0,0,0,0,0,826,0
0,0,0,4.3039017,25,36,1,0,0,0,0,0,0,0,0,0,71,0
1,0,0,3.9698837,70,89,0,0,0,1,0,0,0,0,0,0,682,0
1,0,1,3.5838466,75,36,1,0,0,0,0,0,0,0,0,0,252,0
0,0,0,4.5804243,39,40,1,0,0,0,0,0,0,0,0,0,159,0
0,0,0,3.6769335,-999,20,1,0,0,1,0,0,0,1,0,0,122,0
0,0,0,3.6303902,44,45,0,1,0,0,0,0,0,0,0,0,74,0
0,1,0,.16700889,48,72,1,-999,-999,-999,-999,-999,1,0,0,0,655,0
0,0,0,3.6468172,36,36,1,1,0,0,0,0,0,0,0,0,636,0
0,1,1,.24366872,-999,30,1,0,0,1,0,0,0,1,0,0,69,0
0,0,0,3.8850102,-999,22,1,0,1,0,0,0,0,1,0,0,87,1
0,1,1,.16153319,42,40,0,1,0,0,0,0,0,0,0,0,87,1
0,1,1,1.686516,43,62,1,0,0,0,1,0,0,0,0,0,64,0
0,1,1,.45722109,-999,65,-999,0,0,0,1,0,0,1,0,1,74,0
0,0,0,4.2327175,-999,44,0,0,1,0,0,0,0,1,0,0,87,1
1,0,1,.17248461,44,38,1,0,0,0,0,0,0,0,0,0,115,0
1,0,0,4.657084,-999,31,1,0,0,0,0,0,0,1,0,0,886,0
0,1,1,.17248461,-999,-999,1,1,0,0,0,0,0,1,1,0,167,0
1,1,1,.17248461,-999,16,0,0,1,0,0,0,0,1,0,0,122,0
0,1,1,.70910335,-999,46,-999,-999,-999,-999,-999,-999,1,1,0,1,49,0
1,1,1,.26557153,37,67,1,0,0,1,0,0,0,0,0,0,152,0
0,0,0,3.8056126,-999,27,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,2.7132101,-999,55,1,0,0,0,0,0,0,1,0,0,449,0
0,0,1,3.4086242,-999,33,1,0,0,0,0,0,0,1,0,0,158,0
0,1,1,4.3477073,34,38,1,0,0,1,0,0,0,0,0,0,87,1
0,0,0,4.3477073,-999,15,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.8247776,-999,24,-999,0,1,0,0,0,0,1,0,1,87,1
0,0,0,1.6810404,-999,59,1,0,1,0,0,0,0,1,0,0,74,0
1,1,1,.17248461,-999,23,1,0,1,0,0,0,0,1,0,0,43,0
1,0,1,3.7125256,-999,73,1,0,0,0,0,0,0,1,0,0,751,0
0,0,1,3.909651,-999,11,1,0,1,0,0,0,0,1,0,0,87,1
0,1,1,.17248461,27,38,1,0,0,0,0,0,0,0,0,0,127,0
0,0,0,4.0602326,-999,26,-999,0,1,0,0,0,0,1,0,1,87,1
0,0,1,4.1396303,-999,17,1,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.9507186,-999,26,1,0,0,1,0,0,0,1,0,0,87,1
0,0,0,.25188228,54,57,1,1,0,0,0,0,0,0,0,0,74,0
1,0,0,3.5865846,56,34,0,0,0,1,0,0,0,0,0,0,43,0
1,0,0,.29021218,-999,25,1,0,0,0,0,0,0,1,0,0,126,0
0,0,0,5.2895279,-999,48,1,0,0,1,0,0,0,1,0,0,35,0
1,0,0,4.0739222,-999,35,0,0,0,1,0,0,0,1,0,0,87,1
0,0,0,4.3477073,-999,7,0,0,1,0,0,0,0,1,0,0,87,1
0,1,0,.17248461,-999,37,1,0,0,0,0,0,0,1,0,0,24,0
1,0,0,3.5947981,-999,32,1,0,0,0,0,0,0,1,0,0,37,0
0,0,1,3.887748,-999,24,0,0,1,0,0,0,0,1,0,0,87,1
0,0,1,3.671458,-999,22,-999,0,1,0,0,0,0,1,0,1,87,1
0,0,0,4.2327175,34,34,1,0,0,0,0,0,0,0,0,0,81,0
1,1,1,.17248461,-999,23,1,0,1,0,0,0,0,1,0,0,87,1
0,0,0,4.0848732,-999,40,-999,0,1,0,0,0,0,1,0,1,87,1
1,0,0,3.9890485,-999,22,-999,0,1,0,0,0,0,1,0,1,87,1
0,0,0,3.9233401,-999,16,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.983573,-999,23,0,0,1,0,0,0,0,1,0,0,87,1
0,0,0,3.9972622,42,25,0,0,1,0,0,0,0,0,0,0,87,1
1,0,0,3.778234,-999,50,-999,-999,-999,-999,-999,-999,1,1,0,1,122,0
0,0,0,2.5051334,-999,29,0,1,0,0,0,0,0,1,0,0,74,0
1,1,1,1.54141,31,29,1,1,0,0,0,0,0,0,0,0,7,0
1,0,0,2.7323751,-999,34,1,0,0,0,0,0,0,1,0,0,87,1
0,0,0,1.6427104,20,40,0,0,1,0,0,0,0,0,0,0,87,1
1,0,0,.15331964,-999,40,1,0,0,0,0,0,0,1,0,0,144,0
1,0,0,3.5865846,-999,62,1,0,0,0,0,0,0,1,0,0,372,0
0,0,0,4.2327175,25,14,1,0,1,0,0,0,0,0,0,0,87,1
0,0,0,3.5838466,-999,-999,0,0,0,1,0,0,0,1,1,0,132,0
1,0,0,3.6632442,-999,47,1,0,0,0,0,0,0,1,0,0,808,0
0,0,1,.43531826,-999,17,1,0,0,0,0,0,0,1,0,0,67,0
0,0,0,3.1129363,-999,33,0,0,0,1,0,0,0,1,0,0,87,1
1,0,0,2.4695413,-999,62,1,0,0,0,0,0,0,1,0,0,49,0
1,0,1,1.1718001,36,64,1,1,0,0,0,0,0,0,0,0,756,0
0,0,1,1.6481862,-999,50,-999,0,1,0,0,0,0,1,0,1,87,1
1,1,1,4.3504448,-999,26,1,0,1,0,0,0,0,1,0,0,87,1
1,0,1,4.219028,-999,44,1,0,0,0,0,0,0,1,0,0,279,0
0,0,0,3.9945242,64,34,0,0,0,1,0,0,0,0,0,0,152,0
1,0,0,1.5906913,-999,38,1,0,1,0,0,0,0,1,0,0,87,1
1,0,1,3.6605065,32,41,0,0,0,1,0,0,0,0,0,0,87,1
0,0,0,3.9452429,71,29,-999,1,0,0,0,0,0,0,0,1,87,1
0,0,0,3.6386037,44,39,1,0,0,0,0,0,0,0,0,0,881,0
0,0,0,4.2299795,30,41,1,0,0,0,0,0,0,0,0,0,866,0
0,0,0,4.2929502,-999,32,1,0,0,0,0,0,0,1,0,0,22,0
0,1,1,.16974674,45,88,0,1,0,0,0,0,0,0,0,0,789,0
0,0,1,4.2327175,-999,28,0,0,1,0,0,0,0,1,0,0,87,1
1,0,0,3.8548939,-999,49,1,0,1,0,0,0,0,1,0,0,87,1
1,1,1,.14784394,40,51,1,0,0,0,0,0,0,0,0,0,837,0
0,0,0,2.1218343,-999,35,0,0,0,1,0,0,0,1,0,0,122,0
1,0,0,1.5824778,49,33,1,0,0,0,0,0,0,0,0,0,124,0
0,1,1,3.6358659,-999,22,1,0,1,0,0,0,0,1,0,0,122,0
1,1,1,.49555099,-999,51,1,0,0,1,0,0,0,1,0,0,43,0
0,0,0,3.6440794,-999,52,1,0,0,0,0,0,0,1,0,0,7,0
1,1,1,.29842573,-999,45,-999,-999,-999,-999,-999,-999,1,1,0,1,74,0
1,0,0,3.9315538,-999,41,1,0,1,0,0,0,0,1,0,0,87,1
0,1,0,.40520191,-999,34,1,0,0,0,0,0,0,1,0,0,43,0
1,0,1,3.652293,-999,22,1,0,0,1,0,0,0,1,0,0,87,1
1,0,0,3.906913,-999,37,1,0,0,0,0,0,0,1,0,0,87,1
