"treat","vs_12_update","vg_12_update","yearssincereg","post08reg","age_corrected","d_miss_age","hhinc_corrected","d_miss_hhinc","female","d_miss_gender","asian","black","latino","mideastern","nativeamer","d_miss_race","township_id","milwaukee"
1,1,0,4.24640655517578,0,37,0,48,0,1,0,0,0,0,0,0,0,133,0
0,1,1,2.59000682830811,1,0,1,50,0,1,0,0,0,0,0,0,0,64,0
1,0,0,2.78165650367737,1,0,1,36,0,0,1,0,0,0,0,0,1,74,0
0,0,0,5.17453813552856,0,46,0,31,0,1,0,0,0,1,0,0,0,871,0
1,0,1,4.22997951507568,0,24,0,47,0,1,0,0,0,0,1,0,0,87,1
1,1,1,3.6413414478302,0,0,1,62,0,1,0,0,0,1,0,0,0,159,0
1,0,0,4.29021215438843,0,0,1,39,0,1,0,0,0,0,0,0,0,152,0
0,0,0,4.12320327758789,0,0,1,21,0,0,1,0,1,0,0,0,0,87,1
1,1,1,0.208076655864716,1,0,1,22,0,0,1,0,1,0,0,0,0,87,1
1,0,0,4.23271751403809,0,0,1,29,0,0,0,0,0,1,0,0,0,87,1
1,0,0,0.279260784387589,1,0,1,30,0,1,0,0,0,0,0,0,0,24,0
1,0,0,4.23271751403809,0,36,0,29,0,1,0,0,0,1,0,0,0,87,1
0,1,0,3.35112929344177,1,0,1,37,0,1,0,0,0,0,0,0,0,158,0
1,0,1,3.3237509727478,1,0,1,30,0,1,0,0,1,0,0,0,0,87,1
0,0,0,3.65503072738647,0,26,0,69,0,1,0,0,0,0,0,0,0,60,0
0,1,1,3.70978784561157,0,0,1,64,0,1,0,0,0,0,0,0,0,95,0
1,1,0,4.0191650390625,0,54,0,23,0,0,0,0,1,0,0,0,0,87,1
1,1,0,3.72073912620544,0,0,1,21,0,1,0,0,1,0,0,0,0,87,1
1,0,1,4.29842567443848,0,0,1,90,0,1,0,0,0,0,0,0,0,83,0
1,0,0,3.9452428817749,0,58,0,34,0,0,0,0,1,0,0,0,0,87,1
0,0,1,3.38945937156677,1,0,1,65,0,1,0,0,0,0,0,0,0,33,0
0,0,0,3.6605064868927,0,0,1,80,0,1,0,0,0,0,0,0,0,789,0
1,0,0,3.97809720039368,0,31,0,31,0,0,0,0,1,0,0,0,0,87,1
1,0,0,4.30390167236328,0,0,1,47,0,1,0,0,0,0,0,0,0,226,0
1,1,1,0.276522934436798,1,0,1,70,0,1,0,0,0,0,0,0,0,33,0
1,0,1,2.6776180267334,1,40,0,50,0,0,0,0,0,1,0,0,0,87,1
1,1,1,2.66392874717712,1,47,0,45,0,1,0,0,0,0,0,0,0,91,0
0,0,0,3.63860368728638,0,0,1,32,0,1,0,0,0,1,0,0,0,881,0
0,0,0,3.69883632659912,0,0,1,32,0,1,0,0,0,0,0,0,0,554,0
0,0,0,3.6413414478302,0,0,1,50,0,1,0,0,0,0,0,0,0,797,0
1,1,1,4.0903491973877,0,62,0,64,0,1,0,0,0,0,0,0,0,113,0
0,0,0,3.9835729598999,0,0,1,17,0,1,0,0,1,0,0,0,0,87,1
1,0,1,3.99726223945618,0,58,0,18,0,0,0,0,1,0,0,0,0,87,1
1,0,0,3.72073912620544,0,44,0,45,0,1,0,0,0,1,0,0,0,75,0
0,0,0,4.22997951507568,0,42,0,41,0,1,0,0,0,0,0,0,0,87,1
0,0,0,4.31211519241333,0,0,1,50,0,1,0,0,0,0,0,0,0,548,0
1,0,0,4.29295015335083,0,0,1,31,0,1,0,0,0,0,0,0,0,511,0
0,0,1,0.202600955963135,1,40,0,42,0,0,0,0,0,1,0,0,0,158,0
1,0,0,4.06570863723755,0,0,1,15,0,1,0,0,1,0,0,0,0,12,0
1,1,1,0.17248460650444,1,63,0,46,0,1,0,0,0,0,0,0,0,87,1
1,0,1,0.202600955963135,1,0,1,21,0,0,0,0,1,0,0,0,0,87,1
0,0,0,4.29295015335083,0,0,1,24,0,1,0,0,0,0,0,0,0,822,0
0,1,1,0.131416842341423,1,56,0,51,0,1,0,1,0,0,0,0,0,74,0
1,0,0,3.6960985660553,0,47,0,47,0,1,0,0,0,0,0,0,0,780,0
1,1,1,3.70157432556152,0,29,0,40,0,1,0,0,0,0,0,0,0,397,0
1,0,0,4.09856271743774,0,0,1,21,0,1,0,0,0,1,0,0,0,87,1
0,0,0,3.87405896186829,0,0,1,15,0,0,1,0,1,0,0,0,0,87,1
1,0,0,3.82477760314941,0,0,1,37,0,1,0,0,1,0,0,0,0,87,1
0,0,1,0.17248460650444,1,56,0,36,0,1,0,0,0,0,0,0,0,4,0
0,0,0,3.58384656906128,1,54,0,61,0,1,0,0,0,0,0,0,0,821,0
0,0,0,0.2299794703722,1,0,1,51,0,1,0,0,0,0,0,0,0,209,0
1,0,0,3.69883632659912,0,0,1,46,0,1,0,0,0,0,0,0,0,87,1
1,0,1,0.958247780799866,1,0,1,25,0,1,0,0,1,0,0,0,0,87,1
0,0,0,4.02464056015015,0,0,1,30,0,0,0,0,1,0,0,0,0,87,1
0,0,1,0.131416842341423,1,66,0,10,0,1,0,0,1,0,0,0,0,87,1
1,0,1,3.88227248191834,0,0,1,39,0,0,0,0,1,0,0,0,0,74,0
1,0,0,4.6406569480896,0,0,1,66,0,1,0,1,0,0,0,0,0,74,0
1,1,1,3.68240928649902,0,0,1,13,0,1,0,0,1,0,0,0,0,87,1
1,0,0,3.61670088768005,0,0,1,33,0,1,0,0,0,0,0,0,0,122,0
1,1,1,0.210814505815506,1,47,0,51,0,0,0,0,0,0,1,0,0,610,0
0,0,0,0.23271732032299,1,0,1,75,0,1,0,0,0,1,0,0,0,230,0
0,0,0,0.355920612812042,1,0,1,68,0,0,1,1,0,0,0,0,0,874,0
1,0,0,4.40520191192627,0,0,1,30,0,0,0,0,1,0,0,0,0,87,1
0,0,0,3.63860368728638,0,0,1,49,0,1,0,0,0,0,0,0,0,74,0
1,1,1,0.23271732032299,1,0,1,34,0,0,0,0,0,0,1,0,0,87,1
0,0,0,3.72073912620544,0,0,1,22,0,0,0,0,1,0,0,0,0,122,0
0,0,1,4.38877487182617,0,0,1,57,0,1,0,0,0,0,0,0,0,74,0
1,1,1,4.29021215438843,0,0,1,48,0,1,0,0,0,1,0,0,0,143,0
1,1,1,0.17248460650444,1,0,1,36,0,0,0,0,1,0,0,0,0,122,0
0,0,0,3.61943864822388,0,36,0,19,0,1,0,0,1,0,0,0,0,64,0
1,0,0,3.82477760314941,0,52,0,31,0,0,0,0,1,0,0,0,0,87,1
0,0,1,3.79466128349304,0,0,1,26,0,0,0,0,1,0,0,0,0,87,1
1,0,0,3.83572888374329,0,0,1,33,0,0,1,0,1,0,0,0,0,87,1
0,1,1,0.131416842341423,1,0,1,0,1,0,0,0,0,1,0,0,0,87,1
1,0,0,3.9288158416748,0,0,1,22,0,1,0,0,0,1,0,0,0,87,1
0,1,1,4.34770727157593,0,0,1,13,0,1,0,0,1,0,0,0,0,87,1
0,0,1,3.64955520629883,0,54,0,31,0,0,0,0,1,0,0,0,0,87,1
0,1,1,0.142368242144585,1,0,1,38,0,1,0,0,0,0,0,0,0,39,0
1,0,0,3.7152636051178,0,0,1,42,0,1,0,0,0,0,0,0,0,660,0
1,0,0,3.63860368728638,0,54,0,31,0,1,0,0,0,0,0,0,0,64,0
1,0,0,3.62217664718628,0,53,0,31,0,1,0,0,0,0,0,0,0,700,0
0,0,0,3.96988368034363,0,48,0,25,0,0,0,0,0,1,0,0,0,87,1
0,0,0,3.69336080551147,0,0,1,23,0,1,0,0,0,1,0,0,0,87,1
1,1,1,1.22108149528503,1,26,0,15,0,1,0,0,0,1,0,0,0,74,0
1,0,1,0.22724162042141,1,0,1,35,0,1,0,0,0,0,0,0,0,64,0
1,1,1,3.82751536369324,0,34,0,35,0,1,0,0,0,0,0,0,0,87,1
0,1,1,0.344969213008881,1,37,0,45,0,1,0,0,0,0,0,0,0,157,0
0,0,1,3.58658456802368,1,27,0,44,0,1,0,0,0,0,0,0,0,376,0
0,0,0,3.7125256061554,0,0,1,22,0,1,0,0,1,0,0,0,0,87,1
0,0,1,3.69062280654907,0,0,1,23,0,1,0,0,1,0,0,0,0,87,1
0,0,1,0.208076655864716,1,65,0,44,0,0,0,0,1,0,0,0,0,87,1
1,0,0,0.186173856258392,1,0,1,36,0,0,0,0,1,0,0,0,0,87,1
0,0,1,0.131416842341423,1,42,0,33,0,1,0,0,1,0,0,0,0,87,1
0,0,0,4.23271751403809,0,0,1,0,1,1,0,0,1,0,0,0,0,87,1
0,0,0,3.72073912620544,0,0,1,46,0,1,0,0,0,0,0,0,0,518,0
1,1,0,3.6769335269928,0,33,0,65,0,1,0,0,0,0,0,0,0,74,0
0,0,0,3.63860368728638,0,50,0,38,0,1,0,0,0,0,0,0,0,544,0
1,1,1,0.262833684682846,1,0,1,0,1,0,0,0,1,0,0,0,0,154,0
0,1,1,0.17248460650444,1,0,1,33,0,1,0,0,0,0,0,0,0,295,0
1,0,0,0.134154692292213,1,0,1,62,0,0,0,0,0,1,0,0,0,684,0
0,0,0,3.63860368728638,0,0,1,50,0,1,0,1,0,0,0,0,0,51,0
1,0,1,3.88227248191834,0,0,1,15,0,1,0,0,1,0,0,0,0,87,1
0,0,1,3.72073912620544,0,0,1,26,0,1,0,0,1,0,0,0,0,87,1
0,0,0,4.34770727157593,0,0,1,14,0,1,0,0,1,0,0,0,0,87,1
1,0,1,1.66735112667084,1,20,0,45,0,1,0,0,0,0,0,0,0,87,1
0,0,0,4.00821352005005,0,0,1,17,0,1,0,0,0,0,0,0,0,87,1
0,0,0,4.04380559921265,0,0,1,24,0,0,1,0,1,0,0,0,0,87,1
0,0,0,3.7152636051178,0,0,1,17,0,1,0,0,0,0,0,0,0,74,0
0,0,0,0.191649556159973,1,0,1,15,0,1,0,0,0,1,0,0,0,87,1
1,0,0,3.96988368034363,0,49,0,21,0,0,0,0,1,0,0,0,0,87,1
0,0,0,4.23271751403809,0,0,1,28,0,0,1,0,0,1,0,0,0,368,0
0,1,1,0.17248460650444,1,31,0,60,0,1,0,0,0,1,0,0,0,350,0
1,0,0,3.84394240379334,0,0,1,43,0,0,0,0,1,0,0,0,0,87,1
0,0,0,3.87953448295593,0,0,1,25,0,0,0,0,0,1,0,0,0,44,0
1,1,1,3.64955520629883,0,0,1,21,0,1,0,0,1,0,0,0,0,87,1
0,1,1,3.64955520629883,0,43,0,23,0,1,0,0,1,0,0,0,0,87,1
1,0,1,3.95071864128113,0,0,1,33,0,1,0,0,1,0,0,0,0,87,1
1,1,1,0.23271732032299,1,57,0,0,1,0,0,0,1,0,0,0,0,87,1
1,0,0,3.82477760314941,0,0,1,32,0,1,0,0,1,0,0,0,0,87,1
1,0,0,3.98904848098755,0,61,0,28,0,0,0,0,1,0,0,0,0,87,1
0,0,0,2.82272410392761,1,0,1,30,0,0,0,0,0,1,0,0,0,87,1
0,0,0,3.84941816329956,0,0,1,20,0,0,0,0,1,0,0,0,0,87,1
0,0,1,3.01163578033447,1,40,0,55,0,0,0,0,0,0,1,0,0,19,0
0,1,1,0.17248460650444,1,66,0,39,0,1,0,0,0,0,0,0,0,147,0
1,1,1,1.68651604652405,1,0,1,60,0,0,0,0,0,1,0,0,0,141,0
0,1,1,4.09582471847534,0,0,1,22,0,0,0,0,1,0,0,0,0,87,1
1,0,0,0.22724162042141,1,0,1,0,1,1,0,0,1,0,0,0,0,87,1
1,1,0,0.17248460650444,1,0,1,38,0,1,0,0,0,1,0,0,0,39,0
1,1,0,3.65503072738647,0,0,1,52,0,0,1,1,0,0,0,0,0,524,0
1,0,0,3.6249144077301,0,68,0,32,0,1,0,0,0,0,0,0,0,876,0
1,0,0,3.67145800590515,0,36,0,32,0,1,0,0,0,0,0,0,0,380,0
1,0,0,4.09308671951294,0,70,0,38,0,1,0,0,0,0,0,0,0,751,0
0,1,1,2.04517459869385,1,0,1,68,0,1,0,0,0,0,1,0,0,19,0
1,0,0,3.69336080551147,0,0,1,53,0,1,0,0,0,0,0,0,0,118,0
0,0,0,3.62217664718628,0,55,0,47,0,1,0,0,0,0,0,0,0,847,0
0,0,0,3.63860368728638,0,60,0,36,0,1,0,0,1,0,0,0,0,159,0
0,0,0,3.6440794467926,0,0,1,41,0,1,0,0,0,0,0,0,0,698,0
1,1,1,3.6413414478302,0,33,0,74,0,1,0,0,0,0,0,0,0,753,0
0,0,0,3.72347712516785,0,44,0,67,0,1,0,0,0,0,0,0,0,95,0
1,1,1,1.98767971992493,1,52,0,64,0,0,0,0,0,0,1,0,0,152,0
0,0,0,3.80013680458069,0,0,1,43,0,1,0,0,0,0,0,0,0,796,0
0,1,0,0.131416842341423,1,48,0,34,0,0,0,0,1,0,0,0,0,64,0
1,0,0,4.25462007522583,0,55,0,45,0,1,0,0,0,0,0,0,0,99,0
0,0,1,0.574948668479919,1,39,0,55,0,0,0,0,0,1,0,0,0,95,0
0,0,0,3.58384656906128,1,0,1,41,0,1,0,0,0,0,0,0,0,544,0
0,1,1,1.51129364967346,1,58,0,91,0,0,0,0,0,1,0,0,0,442,0
1,1,1,0.240930870175362,1,0,1,0,1,0,0,0,0,1,0,0,0,223,0
0,1,1,4.29021215438843,0,63,0,44,0,1,0,0,0,0,0,0,0,152,0
1,0,0,3.92607808113098,0,56,0,32,0,1,0,0,0,1,0,0,0,87,1
1,1,1,0.596851468086243,1,0,1,20,0,1,0,0,0,1,0,0,0,87,1
0,0,0,1.62902116775513,1,0,1,28,0,1,0,0,0,1,0,0,0,87,1
0,0,0,3.23613953590393,1,67,0,14,0,0,0,0,1,0,0,0,0,87,1
1,0,0,4.23271751403809,0,74,0,15,0,0,0,0,1,0,0,0,0,87,1
1,0,0,3.84668040275574,0,0,1,11,0,1,0,0,1,0,0,0,0,87,1
1,0,0,4.02464056015015,0,58,0,21,0,0,0,0,1,0,0,0,0,87,1
0,0,0,3.80561256408691,0,46,0,22,0,1,0,0,1,0,0,0,0,87,1
0,0,0,4.29295015335083,0,67,0,37,0,0,0,0,1,0,0,0,0,87,1
0,1,1,2.6776180267334,1,49,0,26,0,1,0,0,1,0,0,0,0,87,1
0,0,0,3.7152636051178,0,58,0,25,0,0,0,0,1,0,0,0,0,87,1
1,1,1,4.23271751403809,0,69,0,17,0,1,0,0,1,0,0,0,0,87,1
1,1,1,0.188911706209183,1,42,0,29,0,1,0,0,1,0,0,0,0,87,1
1,0,0,3.86858320236206,0,67,0,21,0,0,0,0,1,0,0,0,0,87,1
1,0,0,3.84394240379334,0,0,1,39,0,1,0,0,0,0,0,0,0,87,1
0,1,1,3.71800136566162,0,63,0,50,0,1,0,0,0,0,0,0,0,842,0
1,0,0,3.84394240379334,0,0,1,15,0,1,0,0,1,0,0,0,0,87,1
1,0,0,4.23271751403809,0,60,0,33,0,1,0,0,0,1,0,0,0,87,1
1,0,0,4.09856271743774,0,51,0,30,0,1,0,1,0,0,0,0,0,87,1
0,1,1,0.46269679069519,1,29,0,34,0,1,0,0,0,1,0,0,0,87,1
1,0,0,3.6796715259552,0,0,1,24,0,1,0,0,1,0,0,0,0,87,1
0,0,0,3.91238880157471,0,59,0,37,0,1,0,0,1,0,0,0,0,87,1
0,0,1,4.23271751403809,0,0,1,34,0,1,0,0,1,0,0,0,0,87,1
0,0,0,3.92607808113098,0,64,0,36,0,1,0,0,0,0,0,0,0,87,1
0,1,1,3.6769335269928,0,57,0,36,0,0,0,0,1,0,0,0,0,87,1
1,1,1,2.22313475608826,1,0,1,65,0,1,0,0,0,0,0,0,0,750,0
0,1,1,3.92607808113098,0,64,0,48,0,1,0,0,0,0,0,0,0,87,1
0,0,0,3.97809720039368,0,62,0,45,0,1,0,0,1,0,0,0,0,87,1
1,0,0,4,0,63,0,14,0,1,0,0,0,0,0,0,0,87,1
0,0,0,3.63860368728638,0,73,0,39,0,1,0,0,0,0,0,0,0,563,0
1,0,0,3.70704984664917,0,62,0,31,0,1,0,0,0,0,0,0,0,12,0
0,0,0,0.169746741652489,1,0,1,37,0,1,0,0,0,0,0,0,0,60,0
1,0,0,4.94455862045288,0,44,0,42,0,1,0,0,0,0,0,0,0,235,0
0,0,0,3.71800136566162,0,50,0,55,0,1,0,0,0,0,1,0,0,727,0
1,0,0,4.0711841583252,0,66,0,43,0,1,0,0,0,0,0,0,0,60,0
0,0,0,3.70431208610535,0,57,0,46,0,1,0,0,0,0,0,0,0,60,0
0,1,1,0.347707062959671,1,68,0,36,0,1,0,0,0,0,0,0,0,61,0
0,0,0,3.91238880157471,0,95,0,44,0,1,0,0,0,0,0,0,0,60,0
0,0,1,4.27378511428833,0,24,0,68,0,1,0,0,0,0,0,0,0,60,0
1,0,0,3.6413414478302,0,47,0,44,0,1,0,0,0,0,0,0,0,60,0
1,1,1,0.454483240842819,1,53,0,45,0,1,0,0,0,0,0,0,0,591,0
0,0,0,4.24640655517578,0,0,1,38,0,1,0,0,0,0,0,0,0,838,0
0,0,0,4.33127975463867,0,0,1,46,0,1,0,0,0,0,0,0,0,143,0
0,0,0,2.29431891441345,1,0,1,67,0,0,1,1,0,0,0,0,0,74,0
1,1,1,0.254620134830475,1,68,0,49,0,1,0,0,0,0,0,0,0,153,0
1,0,0,3.95071864128113,0,54,0,33,0,0,0,0,1,0,0,0,0,74,0
1,0,1,0.281998634338379,1,50,0,26,0,1,0,0,0,0,0,0,0,423,0
1,1,1,2.25325131416321,1,0,1,62,0,0,1,1,0,0,0,0,0,808,0
1,0,0,3.63312792778015,0,61,0,38,0,1,0,0,0,0,0,0,0,198,0
0,0,0,0.22724162042141,1,67,0,38,0,1,0,0,0,0,0,0,0,71,0
0,0,0,3.79466128349304,0,49,0,30,0,1,0,0,0,0,0,0,0,560,0
1,0,0,3.92334008216858,0,69,0,49,0,1,0,0,0,0,0,0,0,494,0
1,0,0,4.08213567733765,0,62,0,57,0,1,0,0,0,0,0,0,0,496,0
0,0,0,4.43531847000122,0,57,0,51,0,1,0,0,0,0,0,0,0,451,0
0,0,0,4.63518142700195,0,0,1,69,0,1,0,0,0,0,0,0,0,54,0
1,1,1,0.17248460650444,1,0,1,34,0,1,0,0,0,0,0,0,0,75,0
0,0,0,0.183436006307602,1,54,0,35,0,1,0,0,0,0,0,0,0,75,0
0,0,0,1.60164272785187,1,45,0,59,0,1,0,0,0,0,0,0,0,148,0
1,1,1,3.58658456802368,1,41,0,65,0,0,0,1,0,0,0,0,0,33,0
0,0,0,3.9288158416748,0,49,0,45,0,1,0,0,0,0,0,0,0,684,0
1,1,1,0.17248460650444,1,0,1,72,0,0,0,1,0,0,0,0,0,51,0
0,1,1,0.17248460650444,1,25,0,32,0,1,0,1,0,0,0,0,0,155,0
0,0,1,0.29021218419075,1,0,1,35,0,1,0,0,0,0,0,0,0,63,0
1,0,0,3.72073912620544,0,42,0,39,0,1,0,0,0,0,0,0,0,208,0
1,0,1,3.04722785949707,1,38,0,40,0,1,0,0,0,0,0,0,0,857,0
1,0,0,2.85557842254639,1,34,0,29,0,1,0,0,0,0,0,0,0,114,0
0,0,0,4.06570863723755,0,58,0,39,0,1,0,0,0,0,0,0,0,238,0
1,0,0,1.59069132804871,1,38,0,39,0,1,0,0,0,0,0,0,0,251,0
1,0,0,3.70157432556152,0,56,0,32,0,1,0,0,0,0,0,0,0,37,0
0,0,0,3.58384656906128,1,0,1,51,0,1,0,0,0,0,0,0,0,39,0
1,0,0,3.62217664718628,0,48,0,42,0,1,0,0,0,0,0,0,0,166,0
0,0,1,3.6413414478302,0,0,1,35,0,1,0,0,0,0,0,0,0,679,0
0,0,0,3.79739904403687,0,37,0,34,0,1,0,0,0,0,0,0,0,39,0
0,1,1,0.240930870175362,1,69,0,29,0,1,0,0,0,0,0,0,0,137,0
1,0,0,3.65229296684265,0,55,0,43,0,1,0,0,0,0,0,0,0,525,0
1,0,0,4.08213567733765,0,47,0,37,0,1,0,0,0,0,0,0,0,260,0
1,0,0,3.63860368728638,0,75,0,39,0,1,0,0,0,0,0,0,0,144,0
0,1,1,3.63860368728638,0,42,0,46,0,1,0,0,0,0,0,0,0,7,0
0,1,1,3.63860368728638,0,34,0,41,0,1,0,0,0,1,0,0,0,7,0
0,0,1,3.7152636051178,0,56,0,78,0,1,0,0,1,0,0,0,0,305,0
0,0,0,3.70704984664917,0,73,0,51,0,1,0,0,0,0,0,0,0,599,0
0,0,0,3.59206032752991,1,54,0,38,0,1,0,0,0,0,0,0,0,513,0
0,0,0,4.31211519241333,0,82,0,42,0,1,0,0,0,0,0,0,0,37,0
0,1,1,0.2299794703722,1,0,1,43,0,0,0,0,0,1,0,0,0,122,0
0,1,1,3.7125256061554,0,54,0,21,0,0,0,0,1,0,0,0,0,87,1
0,0,1,4.09582471847534,0,0,1,41,0,1,0,0,0,0,0,0,0,143,0
0,0,1,4.29021215438843,0,42,0,57,0,1,0,0,0,0,0,0,0,152,0
1,0,0,4.21902799606323,0,53,0,48,0,1,0,0,0,0,0,0,0,853,0
1,0,0,4.24914455413818,0,42,0,50,0,1,0,0,0,0,0,0,0,860,0
0,1,1,0.125941142439842,1,50,0,54,0,0,0,1,0,0,0,0,0,99,0
0,0,1,3.84394240379334,0,0,1,35,0,0,0,0,1,0,0,0,0,87,1
0,0,0,2.6776180267334,1,0,1,24,0,1,0,0,0,1,0,0,0,87,1
1,0,0,3.6440794467926,0,0,1,42,0,1,0,0,0,0,0,0,0,139,0
0,1,1,0.17248460650444,1,0,1,45,0,1,0,0,0,0,0,0,0,74,0
0,0,0,4.23271751403809,0,42,0,42,0,0,0,0,1,0,0,0,0,87,1
0,1,1,0.191649556159973,1,0,1,0,1,1,0,1,0,0,0,0,0,87,1
0,0,1,3.88227248191834,0,0,1,23,0,1,0,0,1,0,0,0,0,87,1
1,0,0,4.30390167236328,0,46,0,29,0,1,0,0,0,0,0,0,0,114,0
1,1,1,0.17248460650444,1,37,0,35,0,0,0,0,0,1,0,0,0,87,1
1,1,1,1.38535249233246,1,0,1,45,0,0,0,1,0,0,0,0,0,74,0
1,0,0,3.90965104103088,0,53,0,38,0,1,0,0,0,0,0,0,0,87,1
0,0,0,4.038330078125,0,0,1,19,0,1,0,0,1,0,0,0,0,87,1
0,0,1,4.0739221572876,0,0,1,10,0,0,0,0,1,0,0,0,0,87,1
0,0,0,2.27789187431335,1,34,0,22,0,1,0,0,0,1,0,0,0,51,0
1,1,1,3.92607808113098,0,41,0,57,0,0,1,0,0,1,0,0,0,87,1
0,0,0,4.0219030380249,0,0,1,46,0,1,0,0,0,0,0,0,0,284,0
1,0,0,4.10677623748779,0,45,0,32,0,1,0,0,0,0,0,0,0,717,0
1,0,0,3.89048600196838,0,50,0,20,0,0,0,0,1,0,0,0,0,87,1
1,1,1,4.0739221572876,0,55,0,23,0,1,0,0,1,0,0,0,0,87,1
1,0,0,3.72073912620544,0,0,1,22,0,1,0,0,1,0,0,0,0,87,1
1,0,0,2.97878170013428,1,0,1,36,0,1,0,0,1,0,0,0,0,87,1
1,0,0,3.63860368728638,0,43,0,34,0,1,0,0,0,0,0,0,0,76,0
1,1,1,0.251882284879684,1,43,0,72,0,1,0,0,0,0,0,0,1,51,0
1,0,0,4.08213567733765,0,0,1,40,0,1,0,0,0,0,0,0,0,60,0
1,0,1,3.80561256408691,0,0,1,22,0,1,0,0,1,0,0,0,0,87,1
1,0,0,0.17248460650444,1,43,0,63,0,0,0,0,0,1,0,0,0,670,0
1,0,1,5.3771390914917,0,0,1,37,0,1,0,0,0,0,0,0,0,87,1
1,1,1,0.93360710144043,1,0,1,45,0,0,1,1,0,0,0,0,0,74,0
0,1,1,0.188911706209183,1,50,0,32,0,1,0,0,1,0,0,0,0,87,1
0,0,0,0.169746741652489,1,63,0,60,0,1,0,0,0,0,0,0,0,60,0
1,0,0,3.6769335269928,0,35,0,41,0,1,0,0,1,0,0,0,0,87,1
1,0,0,4.30937719345093,0,47,0,41,0,1,0,0,0,0,0,0,0,187,0
0,0,0,0.265571534633636,1,0,1,43,0,1,0,0,0,0,0,0,0,35,0
1,0,0,4.31211519241333,0,0,1,34,0,1,0,0,0,0,0,0,0,60,0
1,0,0,0.147843942046165,1,0,1,43,0,1,0,0,0,0,0,0,0,132,0
0,0,0,3.65229296684265,0,58,0,41,0,1,0,0,0,0,0,0,0,87,1
0,0,0,1.04585897922516,1,55,0,56,0,0,0,1,0,0,0,0,0,74,0
0,0,1,2.42847371101379,1,0,1,27,0,0,0,0,0,1,0,0,0,158,0
0,0,1,3.72073912620544,0,0,1,66,0,1,0,0,0,0,0,0,0,444,0
0,0,0,3.68514704704285,0,0,1,46,0,1,0,0,0,0,0,0,0,204,0
0,0,0,4.30937719345093,0,69,0,49,0,1,0,0,0,0,0,0,0,630,0
1,0,1,3.84668040275574,0,0,1,65,0,1,0,0,0,0,0,0,0,64,0
1,1,1,3.72073912620544,0,45,0,29,0,1,0,0,1,0,0,0,0,87,1
0,0,0,3.7125256061554,0,0,1,38,0,1,0,0,0,0,0,0,0,170,0
0,1,0,0.17248460650444,1,53,0,42,0,1,0,0,0,0,0,0,0,4,0
1,0,0,3.6249144077301,0,32,0,68,0,1,0,0,0,1,0,0,0,749,0
0,0,0,3.9288158416748,0,32,0,31,0,1,0,0,0,1,0,0,0,12,0
0,1,0,0.153319641947746,1,0,1,32,0,1,0,0,0,0,0,0,0,158,0
0,1,1,0.191649556159973,1,0,1,8,0,0,0,0,1,0,0,0,0,87,1
0,0,0,1.6427104473114,1,28,0,36,0,0,0,1,0,0,0,0,0,87,1
1,0,0,3.85489392280579,0,0,1,36,0,1,0,0,0,0,0,0,0,136,0
0,0,0,4.08213567733765,0,0,1,31,0,0,1,0,0,0,0,0,1,87,1
0,1,1,0.17248460650444,1,0,1,18,0,1,0,0,1,0,0,0,0,87,1
0,0,0,3.91786456108093,0,0,1,35,0,1,0,0,1,0,0,0,0,74,0
0,1,1,0.23271732032299,1,0,1,36,0,1,0,0,0,0,0,0,0,729,0
0,1,1,3.71800136566162,0,0,1,56,0,1,0,0,0,0,0,0,0,466,0
1,0,0,3.89048600196838,0,19,0,14,0,0,0,0,1,0,0,0,0,87,1
0,1,1,4.34770727157593,0,0,1,40,0,0,0,0,0,1,0,0,0,87,1
0,0,1,3.62217664718628,0,32,0,56,0,1,0,0,0,0,0,0,0,60,0
0,1,1,1.86173856258392,1,0,1,97,0,0,0,1,0,0,0,0,0,278,0
0,0,0,3.6413414478302,0,0,1,40,0,1,0,0,0,0,0,0,0,152,0
0,0,0,4.26557159423828,0,0,1,45,0,1,0,0,0,0,0,0,0,152,0
1,0,0,3.72073912620544,0,77,0,39,0,1,0,0,0,0,0,0,0,153,0
0,0,0,3.9288158416748,0,0,1,32,0,1,0,0,0,0,0,0,0,74,0
0,0,1,1.98767971992493,1,0,1,49,0,0,0,0,0,1,0,0,0,87,1
1,1,1,0.22724162042141,1,49,0,65,0,1,0,0,0,0,0,0,0,860,0
1,0,0,4.03011655807495,0,0,1,46,0,1,0,0,0,0,0,0,0,369,0
1,0,0,3.61670088768005,0,0,1,63,0,1,0,0,0,0,0,0,0,294,0
0,1,1,3.7125256061554,0,0,1,38,0,1,0,0,0,0,0,0,0,87,1
1,0,0,4.37234783172607,0,28,0,42,0,1,0,0,0,0,0,0,0,64,0
0,0,0,3.85215616226196,0,72,0,17,0,1,0,0,1,0,0,0,0,87,1
0,0,0,4.30663919448853,0,0,1,40,0,1,0,0,0,0,0,0,0,82,0
0,0,0,3.98904848098755,0,0,1,20,0,1,0,0,1,0,0,0,0,87,1
1,1,1,0.17248460650444,1,47,0,61,0,1,0,0,0,0,0,0,0,350,0
1,1,1,4.12320327758789,0,0,1,12,0,1,0,0,1,0,0,0,0,87,1
0,0,0,4.14236831665039,0,54,0,44,0,1,0,0,0,0,0,0,0,74,0
1,0,0,2.72963714599609,1,33,0,33,0,0,0,0,0,1,0,0,0,87,1
